TCS,,,,,,,RELIANCE,,,,,,,LT,,,,,,,TATAPOWER,,,,,,,IRCTC,,,,,,
Date,Open,High,Low,Close,Adj Close,Volume,Date,Open,High,Low,Close,Adj Close,Volume,Date,Open,High,Low,Close,Adj Close,Volume,Date,Open,High,Low,Close,Adj Close,Volume,Date,Open,High,Low,Close,Adj Close,Volume
1/15/2019,5.880000114,6.199999809,5.789999962,6.099999905,5.70217371,260900,1/15/2019,1094.624023,1121.370483,1094.624023,1119.042603,1101.844116,10158260,1/15/2019,1340,1348,1330,1340.900024,1239.530029,3079248,1/15/2019,74.5,75.25,74.15000153,75.05000305,68.52497101,3099444,10/29/2019,181.3999939,181.4799957,175.7299957,176.6199951,174.3228912,10118740
1/16/2019,6.070000172,6.150000095,5.920000076,5.989999771,5.599347591,250900,1/16/2019,1124.342407,1134.248413,1119.735962,1125.233887,1107.940186,6443279,1/16/2019,1342.900024,1361.5,1336,1342.150024,1240.685547,2454470,1/16/2019,75,76.94999695,74.5,76.5,69.84889984,4222858,10/30/2019,176.1999969,184,176.1699982,178.0899963,175.7737732,16381015
1/17/2019,5.960000038,5.989999771,5.789999962,5.929999828,5.543260574,140000,1/17/2019,1133.703613,1137.121216,1119.389282,1123.797485,1106.525879,7558941,1/17/2019,1345.099976,1351.800049,1336.949951,1346.050049,1244.290771,1610419,1/17/2019,76.34999847,76.94999695,74.94999695,76,69.39237213,4496763,10/31/2019,180,181.5399933,175.3999939,176.3399963,174.0465393,9198590
1/18/2019,5.980000019,6.130000114,5.889999866,6.050000191,5.655435085,263400,1/18/2019,1138.012817,1178.726807,1124.589966,1173.229004,1155.197632,25927601,1/18/2019,1350.849976,1352,1313,1317.900024,1218.269043,2135781,1/18/2019,76,76.44999695,75.15000153,76,69.39237213,4009644,11/1/2019,177,181.5899963,176.6199951,178.1000061,175.7836456,9411150
1/22/2019,6.050000191,6.369999886,6,6.199999809,5.795651913,259400,1/21/2019,1182.78833,1228.306885,1177.488525,1226.078003,1207.234497,22247437,1/21/2019,1279,1337.25,1273.449951,1314.550049,1215.172241,8813681,1/21/2019,76,77.19999695,75.44999695,75.94999695,69.34671783,5188679,11/4/2019,179,179.6000061,176.0500031,176.6900024,174.391983,4195835
1/23/2019,6.210000038,6.550000191,6.179999828,6.449999809,6.029347897,271200,1/22/2019,1221.27356,1235.241089,1208.147949,1223.552002,1204.747314,16709723,1/22/2019,1316.900024,1321.5,1298.099976,1301.150024,1202.785156,2544978,1/22/2019,75.90000153,77.5,74.90000153,76.34999847,69.71193695,4074882,11/5/2019,177.3399963,181.3999939,174.2599945,176.3000031,174.0070648,10190335
1/24/2019,6.429999828,6.710000038,6.429999828,6.630000114,6.197608948,236300,1/23/2019,1221.71936,1232.516968,1210.525391,1214.785034,1196.11499,8913196,1/23/2019,1301,1306.900024,1293.550049,1301.449951,1203.062622,1821323,1/23/2019,77,77.94999695,74.84999847,75.19999695,68.66192627,5394325,11/6/2019,177,179,176.1999969,176.8600006,174.5597839,4950450
1/25/2019,6.679999828,6.960000038,6.679999828,6.949999809,6.496738911,245200,1/24/2019,1213.497314,1241.432495,1208.643311,1235.73645,1216.744507,13279882,1/24/2019,1305,1305.550049,1287,1295.349976,1197.423706,1654706,1/24/2019,75.30000305,75.75,74.30000305,74.55000305,68.0684433,3700318,11/7/2019,177.8000031,178.3999939,176.0200043,176.3000031,174.0070648,3875510
1/28/2019,6.909999847,7,6.670000076,6.829999924,6.384565353,243100,1/25/2019,1238.708252,1252.824463,1223.799561,1234.300049,1215.3302,8631889,1/25/2019,1300,1314.099976,1281.5,1285.449951,1188.271973,3136788,1/25/2019,74.69999695,75.30000305,73.44999695,73.94999695,67.52059174,3724093,11/8/2019,175.9499969,178.1999969,174.4600067,175.3800049,173.0990295,4743845
1/29/2019,6.829999924,7.059999943,6.730000019,7,6.543478489,273700,1/28/2019,1238.757813,1244.156616,1210.921631,1218.004517,1199.285034,8650493,1/28/2019,1295.449951,1337.900024,1291.650024,1300.449951,1202.137939,8004136,1/28/2019,73.94999695,73.94999695,69.65000153,70.94999695,64.78142548,5766908,11/11/2019,177.1999969,188.6699982,176.8000031,186.5800018,184.1533508,27509375
1/30/2019,7.070000172,7.159999847,6.980000019,7.039999962,6.580869675,428000,1/29/2019,1219.440918,1220.084839,1190.069336,1199.281982,1180.850342,9417294,1/29/2019,1304,1308.800049,1268.199951,1278.050049,1181.431519,3685535,1/29/2019,68.5,72.40000153,68.5,71.05000305,64.87273407,12562431,11/13/2019,191,196.1799927,180.6399994,186.4100037,183.9855804,30872350
1/31/2019,7.050000191,7.179999828,7,7.159999847,6.693043232,215600,1/30/2019,1203.591187,1213.497314,1179.915527,1184.472412,1166.268311,7921321,1/30/2019,1284.300049,1309,1281,1294.449951,1196.591553,2385425,1/30/2019,71.19999695,71.5,67.90000153,68.15000153,62.22487259,4846733,11/14/2019,183,189.3999939,179.3999939,181.4600067,179.0999451,14336980
2/1/2019,7.179999828,7.21999979,7,7.170000076,6.702391624,232100,1/31/2019,1190.713257,1218.153076,1189.722656,1215.627075,1196.944214,10281893,1/31/2019,1304,1321.699951,1296.550049,1314.300049,1214.940918,5852257,1/31/2019,68.44999695,72,67.90000153,71.30000305,65.10099792,7442257,11/15/2019,184,187.9600067,180.3999939,185.6399994,183.2255707,15970190
2/4/2019,7.199999809,7.429999828,7.150000095,7.369999886,6.88934803,612800,2/1/2019,1222.41272,1243.215576,1215.527954,1238.213013,1219.182983,9316446,2/1/2019,1315.5,1334.550049,1313,1324.599976,1224.462402,2515736,2/1/2019,71.5,72.30000305,70.25,71.5,65.28361511,3343602,11/18/2019,186.8200073,187.5800018,183.4100037,184.4299927,182.031311,5720000
2/5/2019,7.380000114,7.860000134,7.380000114,7.78000021,7.272609234,637400,2/4/2019,1235.290649,1284.771606,1230.387207,1278.778442,1259.124878,11781195,2/4/2019,1326.849976,1326.849976,1302.599976,1307.400024,1208.562744,2308931,2/4/2019,71,71.15000153,69.55000305,70.55000305,64.41620636,3028680,11/19/2019,184.5500031,184.8000031,180,180.5099945,178.1622925,5522965
2/6/2019,6.739999771,6.860000134,5.699999809,5.96999979,5.580652237,2267200,2/5/2019,1279.868164,1292.151733,1266.593994,1279.422363,1259.759033,9451152,2/5/2019,1310.699951,1323,1300,1304.599976,1205.974365,1447400,2/5/2019,70.25,71.75,69.25,69.90000153,63.82271957,2916745,11/20/2019,181.8000031,183.3999939,178,179.1399994,176.8101349,6322985
2/7/2019,6.010000229,6.019999981,5.570000172,5.760000229,5.384347916,598100,2/6/2019,1284.078247,1305.277222,1282.097046,1297.946777,1277.998657,9500797,2/6/2019,1308,1322,1293.050049,1314.400024,1215.033447,2034886,2/6/2019,69.80000305,70.90000153,68.40000153,70.40000153,64.2792511,3066537,11/21/2019,179.6000061,181.1999969,176.0200043,176.9600067,174.6584778,6485590
2/8/2019,5.730000019,5.869999886,5.400000095,5.619999886,5.25347805,721100,2/7/2019,1297.946777,1308.793945,1274.02356,1278.283203,1258.637207,9299549,2/7/2019,1314,1320.849976,1289.199951,1296.050049,1198.070801,1556295,2/7/2019,70.40000153,71.40000153,69.15000153,69.59999847,63.54880905,3536220,11/22/2019,177.8000031,177.8000031,174.4799957,175.1799927,172.9016266,3738365
2/11/2019,5.599999905,5.840000153,5.449999809,5.78000021,5.403043747,419800,2/8/2019,1272.735718,1288.28833,1260.303589,1265.702393,1246.25,6567167,2/8/2019,1295,1298.900024,1255.550049,1261.75,1166.363892,2993525,2/8/2019,69.05000305,70.34999847,68.05000305,68.75,62.77270126,2124482,11/25/2019,175.8000031,178,174.6199951,176.4299927,174.1353607,3437825
2/12/2019,5.760000229,6,5.75,5.960000038,5.571304321,341000,2/11/2019,1263.919312,1264.018311,1239.253174,1241.481934,1222.401733,7595318,2/11/2019,1259,1259,1221,1246.5,1152.266602,2981408,2/11/2019,68.44999695,68.44999695,65.15000153,65.55000305,59.85091782,7041255,11/26/2019,177.3999939,179,175.1000061,175.7400055,173.4543457,3971740
2/13/2019,6.010000229,6.340000153,5.929999828,6.289999962,5.879782677,378800,2/12/2019,1239.748413,1260.402588,1239.748413,1244.602417,1225.474243,6460145,2/12/2019,1244.5,1264.900024,1241.550049,1246.849976,1152.59021,1571390,2/12/2019,65.65000153,67.25,65.5,66.30000305,60.5357132,4213698,11/27/2019,176.2200012,178.1999969,176,176.6499939,174.3525085,2933130
2/14/2019,6.309999943,6.550000191,6.150000095,6.400000095,5.982608795,301600,2/14/2019,1229.347046,1229.347046,1206.562988,1212.704712,1194.066772,6690180,2/14/2019,1219,1231.75,1201.099976,1227.599976,1134.79541,6974738,2/14/2019,65.80000305,67.84999847,65.09999847,67.55000305,61.67703629,6828282,11/28/2019,176.9900055,177.5599976,175.6199951,176.4900055,174.1945953,2078740
2/15/2019,6.429999828,6.769999981,6.349999905,6.71999979,6.281739235,321200,2/15/2019,1218.202637,1238.163452,1202.600586,1232.764648,1213.818481,9688940,2/15/2019,1244,1253.900024,1230.900024,1243.099976,1149.123657,3620228,2/15/2019,67.30000305,70.19999695,66.44999695,69.19999695,63.18357086,11110591,11/29/2019,176.4299927,183.7400055,175.6000061,179.4499969,177.1160889,8998765
2/19/2019,6.730000019,6.730000019,6.480000019,6.570000172,6.141521931,342900,2/18/2019,1238.262451,1240.739014,1203.591187,1208.643311,1190.067749,9740480,2/18/2019,1245,1259.550049,1240,1244.5,1150.417847,2186849,2/18/2019,69.19999695,69.5,65.05000305,65.34999847,59.66830444,6717626,12/2/2019,180.3999939,180.5700073,175.6300049,176.2100067,173.9182281,2332100
2/20/2019,6.570000172,6.670000076,6.5,6.559999943,6.132174015,228800,2/19/2019,1206.562988,1228.059204,1199.826782,1204.680786,1186.166138,6303377,2/19/2019,1245,1270,1245,1258.300049,1163.174561,2389086,2/19/2019,65.90000153,67.15000153,65.65000153,65.90000153,60.17049026,2892850,12/3/2019,177.1999969,177.8000031,174.1999969,175,172.7239685,2754285
2/21/2019,6.559999943,6.71999979,6.559999943,6.639999866,6.206956387,309700,2/20/2019,1212.358032,1228.356445,1207.553589,1222.759521,1203.966919,6357879,2/20/2019,1265,1282.650024,1264.199951,1276.550049,1180.045044,2433082,2/20/2019,66.44999695,67.94999695,65.80000305,66.90000153,61.0835495,5950455,12/4/2019,174.3999939,177,172.4600067,174.8200073,172.5463104,3705230
2/22/2019,6.639999866,6.739999771,6.5,6.539999962,6.113478184,242500,2/21/2019,1224.393921,1245.989258,1217.806396,1235.19165,1216.20813,10680467,2/21/2019,1282,1291.5,1265.099976,1284.099976,1187.024048,2392129,2/21/2019,67.69999695,68.15000153,66.84999847,67.44999695,61.58572769,3283026,12/5/2019,175.8999939,177.7799988,174.3999939,175.1900024,172.9114838,2634880
2/25/2019,6.579999924,6.769999981,6.579999924,6.590000153,6.160217762,227100,2/22/2019,1232.913208,1233.606689,1214.487915,1220.778198,1202.016235,8838861,2/22/2019,1282,1283.400024,1265.5,1280.349976,1183.557617,2390188,2/22/2019,67.5,67.94999695,66.75,67.09999847,61.26615906,3078805,12/6/2019,175.3999939,175.7299957,173.6300049,174.4700012,172.2008667,1776855
2/26/2019,6.610000134,6.809999943,6.5,6.710000038,6.272391319,332400,2/25/2019,1224.393921,1231.328247,1209.18811,1220.72876,1201.967407,7926962,2/25/2019,1280.349976,1286.449951,1264,1275.849976,1179.397705,5873730,2/25/2019,67.09999847,67.44999695,66.40000153,66.55000305,60.76398087,3161336,12/9/2019,175.3099976,175.3099976,172.8300018,173.4799957,171.2237244,1771245
2/27/2019,6.71999979,6.800000191,6.590000153,6.630000114,6.197608948,190200,2/26/2019,1198.142822,1223.2052,1194.675659,1208.79187,1190.213989,10227082,2/26/2019,1263.800049,1275,1253,1265.849976,1170.153564,2417931,2/26/2019,66.30000305,67.15000153,64.05000305,66.15000153,60.39875412,10552247,12/10/2019,173.9600067,173.9600067,171.0599976,172.1799927,169.9406281,1974045
2/28/2019,6.599999905,6.840000153,6.519999981,6.829999924,6.384565353,192200,2/27/2019,1216.518677,1233.210449,1197.647461,1212.011353,1193.384033,11218523,2/27/2019,1270.550049,1295,1268,1284.699951,1187.578735,3555914,2/27/2019,66.55000305,67.94999695,65.15000153,65.5,59.80526352,4724311,12/11/2019,172.7799988,173.9900055,171.1000061,172.9299927,170.6808777,2205205
3/1/2019,6.889999866,6.989999771,6.730000019,6.800000191,6.356522083,181200,2/28/2019,1222.165039,1228.207764,1215.032715,1219.490479,1200.748169,11393904,2/28/2019,1293,1302.949951,1273.300049,1292.949951,1195.204956,9321535,2/28/2019,65.90000153,66.25,65.09999847,65.44999695,59.75961304,9665743,12/12/2019,173,175.6000061,172.0200043,173.9799957,171.7172241,1451385
3/4/2019,6.78000021,6.869999886,6.650000095,6.760000229,6.319130898,180900,3/1/2019,1225.384521,1230.684326,1210.773071,1214.537354,1195.871094,7997610,3/1/2019,1300.300049,1311.949951,1297.25,1308.550049,1209.625854,2831577,3/1/2019,66,67.75,65.59999847,67.05000305,61.22051239,11001198,12/13/2019,174.8500061,180.6799927,174.0200043,178.1000061,175.7836456,7002525
3/5/2019,6.769999981,6.840000153,6.590000153,6.650000095,6.216304302,108000,3/5/2019,1211.912231,1228.158325,1207.157349,1226.028442,1207.185669,7189013,3/5/2019,1302,1310.400024,1277.050049,1305.800049,1207.083618,3948051,3/5/2019,67.84999847,69.65000153,67.19999695,69.15000153,63.13793182,13327374,12/16/2019,178.8999939,178.8999939,176.4299927,177.3399963,175.0335236,1780960
3/6/2019,6.659999847,6.670000076,6.429999828,6.519999981,6.094782829,122600,3/6/2019,1228.158325,1261.14563,1223.502441,1252.923584,1233.667358,12152341,3/6/2019,1310.5,1327.550049,1310.5,1317,1217.43689,2776738,3/6/2019,70,72.15000153,69.19999695,71.30000305,65.10099792,11046556,12/17/2019,177.8000031,179.6999969,176.6000061,177.3500061,175.0434265,2816655
3/7/2019,6.519999981,6.739999771,6.510000229,6.659999847,6.225652218,136300,3/7/2019,1252.131104,1267.782715,1246.335938,1258.322388,1238.983398,8186126,3/7/2019,1323.849976,1357.300049,1310,1352.400024,1250.160767,6207580,3/7/2019,73,73.94999695,70.34999847,70.55000305,64.41620636,12534795,12/18/2019,177.3600006,177.5,174.6600037,175.0700073,172.7930756,1424660
3/8/2019,6.599999905,6.739999771,6.53000021,6.650000095,6.216304302,133100,3/8/2019,1254.161743,1262.48291,1250.14978,1255.201904,1235.910889,6097305,3/8/2019,1350,1363,1337,1339.400024,1238.143555,4868283,3/8/2019,70.44999695,70.75,68.84999847,70,63.91402817,6200799,12/19/2019,174.4400024,175.1999969,173.2400055,173.9400024,171.6777344,1513725
3/11/2019,6.659999847,6.760000229,6.559999943,6.71999979,6.281739235,124900,3/11/2019,1258.124268,1299.680298,1256.093506,1291.854492,1272.000122,9810964,3/11/2019,1343.550049,1351,1340,1346.550049,1244.753052,2661353,3/11/2019,71.19999695,72.09999847,70.30000305,71.69999695,65.46621704,5319324,12/20/2019,174.8000031,174.8000031,173.1000061,173.3699951,171.1151733,1306000
3/12/2019,6.739999771,6.96999979,6.670000076,6.869999886,6.421956539,293400,3/12/2019,1304.534302,1321.473755,1301.90918,1318.848633,1298.579224,11335173,3/12/2019,1355,1403,1355,1388.900024,1283.901367,6631152,3/12/2019,72.09999847,74,71.94999695,73.34999847,66.97277069,8901828,12/23/2019,173.6000061,174,172.1999969,172.9499969,170.7006226,1641045
3/13/2019,6.889999866,6.989999771,6.650000095,6.789999962,6.347174168,218600,3/13/2019,1324.445557,1347.229614,1315.62915,1334.648804,1314.136597,11342554,3/13/2019,1395.699951,1397.550049,1372.849976,1378.599976,1274.380127,2241672,3/13/2019,73,74.44999695,72.15000153,73.80000305,67.38365173,7408808,12/24/2019,177,179.9600067,175.0399933,177.5099945,175.2013245,12020790
3/14/2019,6.78000021,6.800000191,6.619999886,6.690000057,6.253695965,99000,3/14/2019,1337.075806,1349.210815,1323.554077,1328.952881,1308.528198,10500649,3/14/2019,1384.699951,1396,1377,1379.75,1275.443115,1838850,3/14/2019,74.15000153,74.15000153,72.75,73.05000305,66.69885254,3962991,12/26/2019,177.1999969,177.6000061,174.8999939,175.3800049,173.0990295,1962805
3/15/2019,6.690000057,6.690000057,6.53000021,6.639999866,6.206956387,278300,3/15/2019,1332.370483,1346.040894,1298.887817,1309.239746,1289.118164,16043743,3/15/2019,1386,1410.800049,1378.599976,1396.5,1290.92688,5723980,3/15/2019,73,74.75,72.80000305,73.80000305,67.38365173,7751928,12/27/2019,176.3899994,177.0800018,175.3999939,176.1199951,173.8294067,2102615
3/18/2019,6.710000038,6.900000095,6.590000153,6.820000172,6.375217438,207600,3/18/2019,1318.501953,1345.198853,1316.520752,1337.373047,1316.81897,10201021,3/18/2019,1397,1411.699951,1370.349976,1378.900024,1274.657349,2450686,3/18/2019,74.09999847,74.69999695,72.69999695,73.05000305,66.69885254,5296795,12/30/2019,177.0500031,187.4900055,176.6600037,185.2299957,182.8209076,15237855
3/19/2019,6.869999886,7.079999924,6.739999771,6.889999866,6.44065237,236400,3/19/2019,1347.229614,1367.04187,1330.488281,1363.624146,1342.666748,9898262,3/19/2019,1371,1374.949951,1346.5,1357.949951,1255.291138,4053209,3/19/2019,73.44999695,74.30000305,72.69999695,73,66.65319824,5567624,,,,,,,
3/20/2019,6.869999886,7.360000134,6.849999905,7.269999981,6.795869827,227900,3/20/2019,1364.862427,1374.966675,1351.192017,1362.534546,1341.59375,9986597,3/20/2019,1362,1382,1361,1370.900024,1267.262207,3871744,3/20/2019,73.19999695,73.84999847,71.69999695,72.05000305,65.78578949,5050030,,,,,,,
3/21/2019,7.25,7.309999943,7.03000021,7.159999847,6.693043232,192800,3/22/2019,1359.612183,1367.93335,1324.148438,1329.151001,1308.723267,11573789,3/22/2019,1379,1415,1376.199951,1394.699951,1289.262817,3788604,3/22/2019,73,73.80000305,72,72.55000305,66.24232483,3913385,,,,,,,
3/22/2019,7.110000134,7.190000057,6.960000038,7.059999943,6.599565506,167700,3/25/2019,1318.105713,1324.296997,1304.336182,1312.013428,1291.849121,8027368,3/25/2019,1387,1389,1370.099976,1376.75,1272.669922,1666203,3/25/2019,72.44999695,73.15000153,70.55000305,71.90000153,65.64883423,4332510,,,,,,,
3/25/2019,7.050000191,7.28000021,7.010000229,7.170000076,6.702391624,130900,3/26/2019,1317.808472,1358.720703,1317.511353,1354.411499,1333.595581,9569142,3/26/2019,1379.800049,1388.800049,1367.75,1372.800049,1269.018677,2021089,3/26/2019,72.44999695,73,70.84999847,71.30000305,65.10099792,3789439,,,,,,,
3/26/2019,7.239999771,7.599999905,7.230000019,7.590000153,7.095000267,398200,3/27/2019,1365.011108,1365.011108,1331.627441,1336.580566,1316.038696,10189856,3/27/2019,1379,1391.099976,1363.150024,1366.449951,1263.14856,2558997,3/27/2019,71.44999695,72.90000153,71.09999847,71.40000153,65.19231415,4812399,,,,,,,
3/27/2019,7.579999924,8.170000076,7.550000191,8,7.478260994,411100,3/28/2019,1337.571167,1356.937622,1330.191162,1347.229614,1326.52417,10582305,3/28/2019,1371,1392.5,1364,1386.699951,1281.867798,3184285,3/28/2019,71.90000153,72.65000153,71.09999847,71.55000305,65.32926941,9265724,,,,,,,
3/28/2019,8,8.470000267,7.960000038,8.449999809,7.898912907,409200,4/1/2019,1357.135742,1393.59021,1349.755615,1378.780518,1357.59021,10194002,4/1/2019,1390.099976,1424,1390.099976,1412.199951,1305.439941,3842703,4/1/2019,74.19999695,76,73.69999695,74.40000153,67.93147278,7267624,,,,,,,
3/29/2019,8.460000038,8.960000038,8.460000038,8.800000191,8.22608757,565800,4/2/2019,1384.872803,1389.924927,1367.140869,1376.650757,1355.493042,8088587,4/2/2019,1415.099976,1426.949951,1403.5,1409.75,1303.175293,2737093,4/2/2019,75.5,77,73.09999847,74.05000305,67.61190796,12971969,,,,,,,
4/1/2019,8.869999886,8.979999542,8.720000267,8.920000076,8.338260651,310200,4/3/2019,1379.672119,1389.825806,1359.116943,1362.286865,1341.349854,7923866,4/3/2019,1409.400024,1415,1375,1378.050049,1273.871704,2366304,4/3/2019,74.55000305,74.55000305,71.05000305,71.44999695,65.23796082,6417056,,,,,,,
4/2/2019,8.899999619,9.039999962,8.760000229,8.859999657,8.28217411,439000,4/4/2019,1366.051147,1370.707031,1334.599365,1340.344849,1319.745117,8455067,4/4/2019,1384.900024,1393.900024,1365.699951,1368.699951,1265.228516,1980318,4/4/2019,71.5,72.40000153,70.25,70.75,64.59882355,6416069,,,,,,,
4/3/2019,8.869999886,8.970000267,8.800000191,8.899999619,8.319564819,247600,4/5/2019,1348.170654,1351.093018,1330.389282,1341.18689,1320.574219,6792015,4/5/2019,1373.75,1392.75,1370.300049,1373.800049,1269.942993,2037782,4/5/2019,71,72.69999695,70.5,71.94999695,65.69448853,7793935,,,,,,,
4/4/2019,8.880000114,9.020000458,8.840000153,8.880000114,8.300869942,355400,4/8/2019,1343.267212,1344.753052,1311.270508,1316.768311,1296.531006,8806267,4/8/2019,1379.699951,1386.800049,1365.449951,1373.650024,1269.804443,1013017,4/8/2019,73,73.55000305,70.75,71.90000153,65.64883423,8540124,,,,,,,
4/5/2019,8.899999619,8.899999619,8.489999771,8.670000076,8.10456562,354200,4/9/2019,1316.421631,1328.11084,1308.595825,1321.919556,1301.603027,9587648,4/9/2019,1375.900024,1387,1366,1375.199951,1271.237061,2209945,4/9/2019,71.90000153,73,70.75,72.59999847,66.2879715,7591689,,,,,,,
4/8/2019,8.649999619,8.829999924,8.5,8.739999771,8.170000076,201300,4/10/2019,1325.386719,1335.342285,1314.044189,1318.898193,1298.628174,7684871,4/10/2019,1370,1382,1365,1371.550049,1267.863281,2014958,4/10/2019,72.59999847,73.19999695,70.59999847,70.90000153,64.73577881,6360330,,,,,,,
4/9/2019,8.680000305,8.68999958,8.479999542,8.5,7.945652485,187200,4/11/2019,1320.433594,1340.295288,1316.520752,1334.153564,1313.649048,5795755,4/11/2019,1371.650024,1387.949951,1371.650024,1378,1273.825562,3110225,4/11/2019,71.40000153,73.15000153,70.59999847,72.69999695,66.37928009,9396530,,,,,,,
4/10/2019,8.550000191,8.569999695,8.369999886,8.449999809,7.898912907,214800,4/12/2019,1337.323486,1344.158691,1324.098877,1330.488281,1310.039917,5975855,4/12/2019,1380,1381.849976,1358.300049,1360.900024,1258.018188,2751659,4/12/2019,73.05000305,74.59999847,71.90000153,73.25,66.8814621,11615133,,,,,,,
4/11/2019,8.449999809,8.460000038,8.239999771,8.279999733,7.739999771,125500,4/15/2019,1332.370483,1336.283325,1322.464355,1327.56604,1307.16272,4285366,4/15/2019,1365,1368,1354,1356.900024,1254.320679,1933204,4/15/2019,73,73.19999695,71.19999695,71.34999847,65.14665222,11147566,,,,,,,
4/12/2019,8.340000153,8.649999619,8.31000042,8.520000458,7.964348316,225800,4/16/2019,1332.370483,1347.229614,1327.417358,1331.132202,1310.674194,8011783,4/16/2019,1360,1390.900024,1360,1381.400024,1276.968384,3217456,4/16/2019,71.75,71.94999695,71.09999847,71.44999695,65.23796082,8590291,,,,,,,
4/15/2019,8.539999962,8.579999924,8.380000114,8.479999542,7.926956177,385600,4/18/2019,1362.088745,1376.700317,1352.182617,1372.935913,1351.835327,18130729,4/18/2019,1387,1387.599976,1357.400024,1360.699951,1257.833374,2594906,4/18/2019,71.75,71.75,70,70.55000305,64.41620636,7272249,,,,,,,
