,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,symChange,CA
0,616eb3822137b10008e734ad,PRIVISCL,EQ,N,1937.2,1830.05,1910.8,1844.4,1840.8,1904.7,28787,53951404.55,2074.0,501.05,5618,INE959A01019,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:06.293Z,2021-10-19T12:01:06.293Z,0,1874.16,19-Oct-2021,,
1,61700beeffea140009a3a1ec,PRIVISCL,EQ,N,1873.9,1757.95,1859.25,1836.2,1830.1,1844.4,33536,60704368.75,2074.0,501.05,5412,INE959A01019,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:38.801Z,2021-10-20T12:30:38.801Z,0,1810.13,20-Oct-2021,,
2,61715665facf5c0008bb1d60,PRIVISCL,EQ,N,1847.25,1781.5,1840.0,1817.95,1825.0,1836.2,19069,34480196.85,2074.0,501.05,4536,INE959A01019,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:37.607Z,2021-10-21T12:00:37.607Z,0,1808.18,21-Oct-2021,,
3,6172a8082dc18f00080fea66,PRIVISCL,EQ,N,1836.25,1701.1,1834.25,1716.45,1714.7,1817.95,30494,53427445.55,2074.0,501.05,5674,INE959A01019,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:12.235Z,2021-10-22T12:01:12.235Z,0,1752.06,22-Oct-2021,,
4,61769c60db443b0008c8ec5c,PRIVISCL,EQ,N,1709.6,1550.1,1673.75,1580.45,1578.9,1716.45,74626,119679027.45,2074.0,501.05,9146,INE959A01019,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:32.078Z,2021-10-25T12:00:32.078Z,0,1603.72,25-Oct-2021,,
5,6177ee032ed3fb00087df230,PRIVISCL,EQ,N,1650.0,1585.05,1592.25,1624.55,1625.0,1580.45,20755,33799217.65,2074.0,501.05,3864,INE959A01019,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:07.035Z,2021-10-26T12:01:07.035Z,0,1628.49,26-Oct-2021,,
6,61793f8b7220a800093c75e2,PRIVISCL,EQ,N,1629.9,1590.0,1620.0,1603.75,1620.0,1624.55,17537,28246283.85,2074.0,501.05,3602,INE959A01019,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:15.547Z,2021-10-27T12:01:15.547Z,0,1610.67,27-Oct-2021,,
7,617a90e7b698860008b70f0b,PRIVISCL,EQ,N,1658.0,1582.7,1620.0,1600.1,1600.0,1603.75,17931,28822901.8,2074.0,501.05,5315,INE959A01019,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:39.133Z,2021-10-28T12:00:39.133Z,0,1607.43,28-Oct-2021,,
8,6139f76a9241480008a1ad7c,PRIVISCL,EQ,N,1805.4,1643.95,1668.85,1794.35,1800.0,1668.85,89637,157769568.95,1955.0,501.05,9063,INE959A01019,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:42.757Z,2021-09-09T12:00:42.757Z,0,1760.09,09-Sep-2021,,
9,613f3d5f66f15f0008394ba3,PRIVISCL,EQ,N,1910.0,1807.05,1824.0,1889.35,1892.0,1794.35,133228,249450318.3,1955.0,501.05,18821,INE959A01019,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:31.011Z,2021-09-13T12:00:31.011Z,0,1872.36,13-Sep-2021,,
10,61408f048b051b000954567a,PRIVISCL,EQ,N,1924.4,1836.0,1924.4,1856.5,1850.1,1889.35,111606,212033619.2,1955.0,501.05,8179,INE959A01019,2021-09-14,2021-09-13T18:30:00.000Z,2021-09-14T12:01:08.361Z,2021-09-14T12:01:08.361Z,0,1899.84,14-Sep-2021,,
11,6141e06652f35100088672b3,PRIVISCL,EQ,N,1924.4,1791.0,1873.25,1813.2,1825.0,1856.5,49768,92191691.6,1955.0,501.05,7368,INE959A01019,2021-09-15,2021-09-14T18:30:00.000Z,2021-09-15T12:00:38.654Z,2021-09-15T12:00:38.654Z,0,1852.43,15-Sep-2021,,
12,614331df4189570008859f84,PRIVISCL,EQ,N,2044.0,1828.25,1828.25,1930.7,1910.25,1813.2,221256,434979850.3,2044.0,501.05,24728,INE959A01019,2021-09-16,2021-09-15T18:30:00.000Z,2021-09-16T12:00:31.977Z,2021-09-16T12:00:31.977Z,0,1965.96,16-Sep-2021,,
13,614483817f66a40008755906,PRIVISCL,EQ,N,1939.2,1824.0,1939.0,1900.65,1885.0,1930.7,87757,166179857.35,2044.0,501.05,5852,INE959A01019,2021-09-17,2021-09-16T18:30:00.000Z,2021-09-17T12:01:05.970Z,2021-09-17T12:01:05.970Z,0,1893.64,17-Sep-2021,,
14,614877e6e0fcf60008e518ea,PRIVISCL,EQ,N,1895.05,1801.0,1893.65,1816.75,1803.1,1900.65,37525,69212297.4,2044.0,501.05,5705,INE959A01019,2021-09-20,2021-09-19T18:30:00.000Z,2021-09-20T12:00:38.549Z,2021-09-20T12:00:38.549Z,0,1844.43,20-Sep-2021,,
15,6149c982bf6def000983a29a,PRIVISCL,EQ,N,1900.0,1735.1,1808.0,1878.1,1887.0,1816.75,55480,101306328.65,2044.0,501.05,7683,INE959A01019,2021-09-21,2021-09-20T18:30:00.000Z,2021-09-21T12:01:06.197Z,2021-09-21T12:01:06.197Z,0,1826.0,21-Sep-2021,,
16,614b1b01f6172a0008df4889,PRIVISCL,EQ,N,1899.95,1827.0,1890.0,1839.55,1841.0,1878.1,27923,51806080.45,2044.0,501.05,4111,INE959A01019,2021-09-22,2021-09-21T18:30:00.000Z,2021-09-22T12:01:05.966Z,2021-09-22T12:01:05.966Z,0,1855.32,22-Sep-2021,,
17,614c6c66a3bb370008f1073c,PRIVISCL,EQ,N,1899.0,1821.1,1852.25,1845.1,1845.05,1839.55,27153,50530192.15,2044.0,501.05,5421,INE959A01019,2021-09-23,2021-09-22T18:30:00.000Z,2021-09-23T12:00:38.906Z,2021-09-23T12:00:38.906Z,0,1860.94,23-Sep-2021,,
18,614dbde585b9910009314bb7,PRIVISCL,EQ,N,1889.8,1791.0,1850.0,1819.5,1806.0,1845.1,19476,35689036.05,2044.0,501.05,3313,INE959A01019,2021-09-24,2021-09-23T18:30:00.000Z,2021-09-24T12:00:37.174Z,2021-09-24T12:00:37.174Z,0,1832.46,24-Sep-2021,,
19,6151b282c3f15b0008afea6c,PRIVISCL,EQ,N,1848.0,1791.0,1832.0,1809.35,1801.5,1819.5,23434,42462098.75,2044.0,501.05,5006,INE959A01019,2021-09-27,2021-09-26T18:30:00.000Z,2021-09-27T12:01:06.185Z,2021-09-27T12:01:06.185Z,0,1811.99,27-Sep-2021,,
20,615304094a501f0008b25f70,PRIVISCL,EQ,N,1826.95,1761.1,1809.35,1809.4,1809.0,1809.35,16737,30058284.55,2044.0,501.05,3321,INE959A01019,2021-09-28,2021-09-27T18:30:00.000Z,2021-09-28T12:01:13.418Z,2021-09-28T12:01:13.418Z,0,1795.92,28-Sep-2021,,
21,615455834a501f0008e4d298,PRIVISCL,EQ,N,1814.25,1765.05,1810.0,1787.05,1783.2,1809.4,12747,22790528.95,2044.0,501.05,2455,INE959A01019,2021-09-29,2021-09-28T18:30:00.000Z,2021-09-29T12:01:07.384Z,2021-09-29T12:01:07.384Z,0,1787.91,29-Sep-2021,,
22,6155a7025956820008176a3e,PRIVISCL,EQ,N,1896.05,1736.0,1790.0,1866.5,1890.0,1787.05,34712,64004371.15,2044.0,501.05,4576,INE959A01019,2021-09-30,2021-09-29T18:30:00.000Z,2021-09-30T12:01:06.567Z,2021-09-30T12:01:06.567Z,0,1843.87,30-Sep-2021,,
23,6156f85f00c38500086c3390,PRIVISCL,EQ,N,1881.0,1820.0,1861.0,1830.2,1850.0,1866.5,18685,34401195.4,2044.0,501.05,2889,INE959A01019,2021-10-01,2021-09-30T18:30:00.000Z,2021-10-01T12:00:31.455Z,2021-10-01T12:00:31.455Z,0,1841.11,01-Oct-2021,,
24,615aed0200c38500088e0040,PRIVISCL,EQ,N,1866.95,1823.0,1840.0,1845.15,1845.0,1830.2,18513,34088034.95,2044.0,501.05,3724,INE959A01019,2021-10-04,2021-10-03T18:30:00.000Z,2021-10-04T12:01:06.364Z,2021-10-04T12:01:06.364Z,0,1841.3,04-Oct-2021,,
25,615c3e691728530008f0b471,PRIVISCL,EQ,N,1943.65,1833.7,1833.7,1891.2,1893.85,1845.15,52297,99534968.45,2044.0,501.05,9045,INE959A01019,2021-10-05,2021-10-04T18:30:00.000Z,2021-10-05T12:00:41.675Z,2021-10-05T12:00:41.675Z,0,1903.26,05-Oct-2021,,
26,615d8fe57c2c3b0008a00412,PRIVISCL,EQ,N,1936.1,1880.0,1923.0,1891.45,1902.4,1891.2,30744,58714782.85,2044.0,501.05,4496,INE959A01019,2021-10-06,2021-10-05T18:30:00.000Z,2021-10-06T12:00:37.026Z,2021-10-06T12:00:37.026Z,0,1909.8,06-Oct-2021,,
27,615ee164c7aa98000897852c,PRIVISCL,EQ,N,1990.0,1880.0,1909.0,1899.35,1900.0,1891.45,49852,96576472.1,2044.0,501.05,6776,INE959A01019,2021-10-07,2021-10-06T18:30:00.000Z,2021-10-07T12:00:36.550Z,2021-10-07T12:00:36.550Z,0,1937.26,07-Oct-2021,,
