,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,CA
0,616eb3812137b10008e7336e,ORIENTCEM,EQ,N,161.9,154.1,161.5,156.05,157.0,160.35,638750,101355228.3,173.5,57.6,9025,INE876N01018,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:05.476Z,2021-10-19T12:01:05.476Z,0,158.68,19-Oct-2021,
1,61700becffea140009a39d94,ORIENTCEM,EQ,N,157.0,152.3,155.8,153.9,154.45,156.05,493330,76121206.8,173.5,57.6,8483,INE876N01018,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:36.857Z,2021-10-20T12:30:36.857Z,0,154.3,20-Oct-2021,
2,61715664facf5c0008bb1c11,ORIENTCEM,EQ,N,155.05,149.5,154.75,153.15,153.0,153.9,934718,142589605.45,173.5,57.6,12238,INE876N01018,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:36.875Z,2021-10-21T12:00:36.875Z,0,152.55,21-Oct-2021,
3,6172a8032dc18f00080fe5ab,ORIENTCEM,EQ,N,155.85,151.15,153.7,152.9,152.3,153.15,522086,80055128.0,173.5,57.6,10331,INE876N01018,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:07.592Z,2021-10-22T12:01:07.592Z,0,153.34,22-Oct-2021,
4,61769c5fdb443b0008c8eb11,ORIENTCEM,EQ,N,153.55,145.0,152.9,146.65,146.5,152.9,442135,65353495.05,173.5,60.6,8431,INE876N01018,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:31.500Z,2021-10-25T12:00:31.500Z,0,147.81,25-Oct-2021,
5,6177ee022ed3fb00087df0e0,ORIENTCEM,EQ,N,158.7,148.0,148.9,155.8,156.3,146.65,1129725,174517813.8,173.5,60.6,13960,INE876N01018,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:06.495Z,2021-10-26T12:01:06.495Z,0,154.48,26-Oct-2021,
6,61793f8a7220a800093c7367,ORIENTCEM,EQ,N,162.95,157.0,158.0,161.1,161.0,155.8,1607276,258307073.95,173.5,60.6,24115,INE876N01018,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:14.592Z,2021-10-27T12:01:14.592Z,0,160.71,27-Oct-2021,
7,617a90e6b698860008b70dc1,ORIENTCEM,EQ,N,163.5,158.15,162.2,160.5,160.85,161.1,784343,126261528.5,173.5,60.6,10450,INE876N01018,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:38.586Z,2021-10-28T12:00:38.586Z,0,160.98,28-Oct-2021,
8,6139f76a9241480008a1ac43,ORIENTCEM,EQ,N,166.9,161.75,163.4,163.35,163.5,161.3,963799,158104931.95,173.5,56.2,9529,INE876N01018,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:42.285Z,2021-09-09T12:00:42.285Z,0,164.04,09-Sep-2021,
9,613f3d5e66f15f0008394a51,ORIENTCEM,EQ,N,166.4,162.6,164.45,163.3,163.5,163.35,651108,107127073.5,173.5,56.2,7841,INE876N01018,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:30.499Z,2021-09-13T12:00:30.499Z,0,164.53,13-Sep-2021,
10,61408f038b051b0009545491,ORIENTCEM,EQ,N,167.45,163.5,163.5,163.8,164.15,163.3,968117,159546497.95,173.5,56.2,9722,INE876N01018,2021-09-14,2021-09-13T18:30:00.000Z,2021-09-14T12:01:07.489Z,2021-09-14T12:01:07.489Z,0,164.8,14-Sep-2021,
11,6141e06652f3510008867173,ORIENTCEM,EQ,N,165.0,160.05,163.95,160.75,161.2,163.8,614067,99622697.2,173.5,56.2,8364,INE876N01018,2021-09-15,2021-09-14T18:30:00.000Z,2021-09-15T12:00:38.156Z,2021-09-15T12:00:38.156Z,0,162.23,15-Sep-2021,
12,614331df4189570008859e3b,ORIENTCEM,EQ,N,164.95,161.0,161.35,161.35,161.5,160.75,837049,136306177.7,173.5,56.2,18788,INE876N01018,2021-09-16,2021-09-15T18:30:00.000Z,2021-09-16T12:00:31.360Z,2021-09-16T12:00:31.360Z,0,162.84,16-Sep-2021,
13,614483817f66a400087557ca,ORIENTCEM,EQ,N,163.55,156.5,162.7,157.55,157.6,161.35,923581,146984120.35,173.5,56.2,14360,INE876N01018,2021-09-17,2021-09-16T18:30:00.000Z,2021-09-17T12:01:05.425Z,2021-09-17T12:01:05.425Z,0,159.15,17-Sep-2021,
14,614877e6e0fcf60008e517a8,ORIENTCEM,EQ,N,159.95,151.45,156.0,152.2,152.5,157.55,566488,88226986.25,173.5,56.2,11249,INE876N01018,2021-09-20,2021-09-19T18:30:00.000Z,2021-09-20T12:00:38.058Z,2021-09-20T12:00:38.058Z,0,155.74,20-Sep-2021,
15,6149c981bf6def000983a15b,ORIENTCEM,EQ,N,158.3,151.5,152.45,157.15,158.3,152.2,628989,97716670.95,173.5,56.2,9871,INE876N01018,2021-09-21,2021-09-20T18:30:00.000Z,2021-09-21T12:01:05.665Z,2021-09-21T12:01:05.665Z,0,155.36,21-Sep-2021,
16,614b1afff6172a0008df4458,ORIENTCEM,EQ,N,161.8,158.5,158.9,160.85,160.7,157.15,582826,93696261.55,173.5,56.2,10267,INE876N01018,2021-09-22,2021-09-21T18:30:00.000Z,2021-09-22T12:01:03.990Z,2021-09-22T12:01:03.990Z,0,160.76,22-Sep-2021,
17,614c6c65a3bb370008f10304,ORIENTCEM,EQ,N,163.7,154.1,161.9,157.25,156.5,160.85,762259,122049629.25,173.5,56.2,12198,INE876N01018,2021-09-23,2021-09-22T18:30:00.000Z,2021-09-23T12:00:37.283Z,2021-09-23T12:00:37.283Z,0,160.12,23-Sep-2021,
18,614dbde385b9910009314779,ORIENTCEM,EQ,N,159.5,155.5,157.75,156.5,156.35,157.25,676783,106201011.0,173.5,56.2,7575,INE876N01018,2021-09-24,2021-09-23T18:30:00.000Z,2021-09-24T12:00:35.387Z,2021-09-24T12:00:35.387Z,0,156.92,24-Sep-2021,
19,6151b280c3f15b0008afe613,ORIENTCEM,EQ,N,162.0,156.2,159.0,158.15,158.5,156.5,1953816,309466987.7,173.5,56.85,16073,INE876N01018,2021-09-27,2021-09-26T18:30:00.000Z,2021-09-27T12:01:04.411Z,2021-09-27T12:01:04.411Z,0,158.39,27-Sep-2021,
20,615304084a501f0008b25e2e,ORIENTCEM,EQ,N,162.45,156.55,158.85,161.6,161.45,158.15,642925,103292574.0,173.5,56.85,11449,INE876N01018,2021-09-28,2021-09-27T18:30:00.000Z,2021-09-28T12:01:12.869Z,2021-09-28T12:01:12.869Z,0,160.66,28-Sep-2021,
21,615455814a501f0008e4ce2a,ORIENTCEM,EQ,N,164.45,159.0,161.6,161.1,160.6,161.6,992689,161051606.9,173.5,56.85,13153,INE876N01018,2021-09-29,2021-09-28T18:30:00.000Z,2021-09-29T12:01:05.232Z,2021-09-29T12:01:05.232Z,0,162.24,29-Sep-2021,
