,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,CA
0,616eb37f2137b10008e73075,REDINGTON,EQ,N,155.2,146.0,154.9,146.9,147.6,154.25,3272836,487316974.5,358.0,116.3,57941,INE891D01026,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:03.740Z,2021-10-19T12:01:03.740Z,0,148.9,19-Oct-2021,
1,61700bebffea140009a399a2,REDINGTON,EQ,N,151.45,142.45,147.7,148.75,149.3,146.9,2829911,419164836.9,358.0,116.3,93261,INE891D01026,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:35.071Z,2021-10-20T12:30:35.071Z,0,148.12,20-Oct-2021,
2,61715663facf5c0008bb18ad,REDINGTON,EQ,N,151.7,142.3,149.9,143.85,143.45,148.75,2000050,290424541.75,358.0,116.3,41641,INE891D01026,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:35.151Z,2021-10-21T12:00:35.151Z,0,145.21,21-Oct-2021,
3,6172a8012dc18f00080fe140,REDINGTON,EQ,N,144.9,139.1,144.0,143.05,143.0,143.85,1442843,204867930.3,358.0,116.3,23452,INE891D01026,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:05.648Z,2021-10-22T12:01:05.648Z,0,141.99,22-Oct-2021,
4,61769c5ddb443b0008c8e785,REDINGTON,EQ,N,145.8,140.2,143.05,144.8,145.35,143.05,1154833,165959443.5,358.0,116.3,34228,INE891D01026,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:29.706Z,2021-10-25T12:00:29.706Z,0,143.71,25-Oct-2021,
5,6177ee002ed3fb00087ded9f,REDINGTON,EQ,N,150.3,143.55,144.85,149.45,149.75,144.8,1438748,212186205.45,358.0,116.3,53310,INE891D01026,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:04.684Z,2021-10-26T12:01:04.684Z,0,147.48,26-Oct-2021,
6,61793f877220a800093c6cd3,REDINGTON,EQ,N,150.2,145.0,150.2,145.4,145.4,149.45,1299846,192395343.9,358.0,116.3,47343,INE891D01026,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:11.129Z,2021-10-27T12:01:11.129Z,0,148.01,27-Oct-2021,
7,617a90e4b698860008b70a42,REDINGTON,EQ,N,146.3,141.05,145.4,142.0,142.85,145.4,718439,102942489.85,358.0,116.3,13647,INE891D01026,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:36.893Z,2021-10-28T12:00:36.893Z,0,143.29,28-Oct-2021,
8,6139f7689241480008a1a92c,REDINGTON,EQ,N,150.85,141.75,143.85,145.45,145.6,141.75,3090995,453142951.25,358.0,107.1,99794,INE891D01026,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:40.720Z,2021-09-09T12:00:40.720Z,0,146.6,09-Sep-2021,
9,613f3d5d66f15f0008394718,REDINGTON,EQ,N,148.7,143.7,146.95,145.4,146.0,145.45,2424335,353509094.75,358.0,107.1,59113,INE891D01026,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:29.126Z,2021-09-13T12:00:29.126Z,0,145.82,13-Sep-2021,
10,61408f028b051b0009545166,REDINGTON,EQ,N,152.95,143.0,151.7,144.15,143.9,145.4,3945011,574193193.05,358.0,107.1,75208,INE891D01026,2021-09-14,2021-09-13T18:30:00.000Z,2021-09-14T12:01:06.061Z,2021-09-14T12:01:06.061Z,0,145.55,14-Sep-2021,
11,6141e06452f3510008866e44,REDINGTON,EQ,N,145.75,141.1,145.0,142.95,142.0,144.15,1557375,224123547.35,358.0,107.1,23252,INE891D01026,2021-09-15,2021-09-14T18:30:00.000Z,2021-09-15T12:00:36.726Z,2021-09-15T12:00:36.726Z,0,143.91,15-Sep-2021,
12,614331dd4189570008859b09,REDINGTON,EQ,N,146.5,141.35,143.2,145.15,145.4,142.95,2190550,317319021.45,358.0,107.1,92519,INE891D01026,2021-09-16,2021-09-15T18:30:00.000Z,2021-09-16T12:00:29.224Z,2021-09-16T12:00:29.224Z,0,144.86,16-Sep-2021,
13,6144837f7f66a40008755483,REDINGTON,EQ,N,147.0,141.75,146.5,143.4,143.9,145.15,2259178,325559128.4,358.0,107.1,38983,INE891D01026,2021-09-17,2021-09-16T18:30:00.000Z,2021-09-17T12:01:03.950Z,2021-09-17T12:01:03.950Z,0,144.11,17-Sep-2021,
14,614877e4e0fcf60008e51452,REDINGTON,EQ,N,143.55,137.2,143.2,138.6,138.75,143.4,864906,122068983.85,358.0,107.1,21328,INE891D01026,2021-09-20,2021-09-19T18:30:00.000Z,2021-09-20T12:00:36.617Z,2021-09-20T12:00:36.617Z,0,141.14,20-Sep-2021,
15,6149c97fbf6def0009839e25,REDINGTON,EQ,N,141.45,137.5,138.8,140.6,140.0,138.6,827770,115771203.85,358.0,107.1,17512,INE891D01026,2021-09-21,2021-09-20T18:30:00.000Z,2021-09-21T12:01:03.974Z,2021-09-21T12:01:03.974Z,0,139.86,21-Sep-2021,
16,614b1afef6172a0008df4093,REDINGTON,EQ,N,145.0,139.0,141.5,143.65,143.7,140.6,970584,139035842.8,358.0,107.1,20147,INE891D01026,2021-09-22,2021-09-21T18:30:00.000Z,2021-09-22T12:01:02.359Z,2021-09-22T12:01:02.359Z,0,143.25,22-Sep-2021,
17,614c6c63a3bb370008f0ff47,REDINGTON,EQ,N,145.25,142.55,144.2,144.05,144.2,143.65,1170556,168740687.15,358.0,107.1,18378,INE891D01026,2021-09-23,2021-09-22T18:30:00.000Z,2021-09-23T12:00:35.719Z,2021-09-23T12:00:35.719Z,0,144.15,23-Sep-2021,
