,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,symChange,CA
0,616eb3822137b10008e73459,ANDHRAPAP,EQ,N,241.8,232.55,238.1,233.65,233.65,238.35,28751,6798358.3,283.7,179.8,1035,INE435A01028,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:06.142Z,2021-10-19T12:01:06.142Z,0,236.46,19-Oct-2021,,
1,61700beeffea140009a3a19a,ANDHRAPAP,EQ,N,237.0,230.6,233.95,234.75,237.0,233.65,36010,8427670.3,283.7,179.8,840,INE435A01028,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:38.660Z,2021-10-20T12:30:38.660Z,0,234.04,20-Oct-2021,,
2,61715665facf5c0008bb1d07,ANDHRAPAP,EQ,N,235.95,229.8,235.95,230.75,231.05,234.75,15856,3682846.25,283.7,179.8,526,INE435A01028,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:37.309Z,2021-10-21T12:00:37.309Z,0,232.27,21-Oct-2021,,
3,6172a8072dc18f00080fea0c,ANDHRAPAP,EQ,N,234.0,229.5,232.8,232.45,232.7,230.75,17189,3970014.65,283.7,179.8,489,INE435A01028,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:11.473Z,2021-10-22T12:01:11.473Z,0,230.96,22-Oct-2021,,
4,61769c5fdb443b0008c8ec06,ANDHRAPAP,EQ,N,233.8,226.7,233.8,233.15,233.0,232.45,18394,4260869.9,283.7,179.8,640,INE435A01028,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:31.940Z,2021-10-25T12:00:31.940Z,0,231.64,25-Oct-2021,,
5,6177ee022ed3fb00087df1d8,ANDHRAPAP,EQ,N,234.45,227.0,230.55,230.35,230.85,233.15,18175,4184350.75,283.7,179.8,918,INE435A01028,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:06.897Z,2021-10-26T12:01:06.897Z,0,230.23,26-Oct-2021,,
6,61793f8b7220a800093c7542,ANDHRAPAP,EQ,N,236.9,230.35,230.95,234.0,232.55,230.35,20868,4895555.45,283.7,179.8,590,INE435A01028,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:15.308Z,2021-10-27T12:01:15.308Z,0,234.6,27-Oct-2021,,
7,617a90e6b698860008b70eb2,ANDHRAPAP,EQ,N,237.0,228.1,237.0,230.95,228.15,234.0,9637,2224629.75,283.7,179.8,432,INE435A01028,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:38.976Z,2021-10-28T12:00:38.976Z,0,230.84,28-Oct-2021,,
8,6139f76a9241480008a1ad29,ANDHRAPAP,EQ,N,233.5,226.85,232.95,231.3,231.05,232.75,18149,4183277.8,283.7,177.55,886,INE435A01028,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:42.615Z,2021-09-09T12:00:42.615Z,0,230.5,09-Sep-2021,,
9,613f3d5e66f15f0008394b4b,ANDHRAPAP,EQ,N,231.95,228.0,231.3,230.3,231.95,231.3,10363,2379293.85,283.7,177.55,541,INE435A01028,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:30.874Z,2021-09-13T12:00:30.874Z,0,229.6,13-Sep-2021,,
