,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,symChange
0,616eb3802137b10008e731bb,INFRABEES,EQ,N,554.99,527.63,554.99,544.99,541.16,547.71,9972,5424515.0,590.2,311.37,262,INF732E01268,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:04.325Z,2021-10-19T12:01:04.325Z,0,543.97,19-Oct-2021,
1,61700bedffea140009a39e94,INFRABEES,EQ,N,547.9,536.0,544.0,539.7,540.89,544.99,4540,2450075.25,590.2,311.37,197,INF732E01268,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:37.289Z,2021-10-20T12:30:37.289Z,0,539.66,20-Oct-2021,
2,61715663facf5c0008bb1a38,INFRABEES,EQ,N,544.0,529.95,544.0,535.28,536.35,539.7,2320,1241359.13,590.2,311.37,258,INF732E01268,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:36.012Z,2021-10-21T12:00:36.012Z,0,535.07,21-Oct-2021,
3,6172a8042dc18f00080fe6c5,INFRABEES,EQ,N,544.0,530.0,543.99,532.06,533.37,535.28,1468,785270.43,590.2,311.37,141,INF732E01268,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:08.062Z,2021-10-22T12:01:08.062Z,0,534.93,22-Oct-2021,
4,61769c5edb443b0008c8e91b,INFRABEES,EQ,N,559.9,523.5,553.3,528.8,529.5,532.06,1697,900572.39,590.2,319.1,208,INF732E01268,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:30.433Z,2021-10-25T12:00:30.433Z,0,530.68,25-Oct-2021,
5,6177ee012ed3fb00087def0e,INFRABEES,EQ,N,576.4,526.5,576.4,534.58,535.0,528.8,1078,574906.74,590.2,319.1,172,INF732E01268,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:05.329Z,2021-10-26T12:01:05.329Z,0,533.31,26-Oct-2021,
6,61793f887220a800093c6fa0,INFRABEES,EQ,N,539.99,531.0,535.0,532.99,533.0,534.58,981,526324.36,590.2,319.1,89,INF732E01268,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:12.726Z,2021-10-27T12:01:12.726Z,0,536.52,27-Oct-2021,
7,617a90e5b698860008b70bc8,INFRABEES,EQ,N,536.99,525.01,536.0,527.13,527.99,532.99,940,497580.2,590.2,319.1,119,INF732E01268,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:37.688Z,2021-10-28T12:00:37.688Z,0,529.34,28-Oct-2021,
8,6139f7699241480008a1aa8d,INFRABEES,EQ,N,504.0,499.38,504.0,502.06,502.21,501.88,816,409468.23,536.3,306.13,102,INF732E01268,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:41.506Z,2021-09-09T12:00:41.506Z,0,501.8,09-Sep-2021,
9,613f3d5d66f15f0008394883,INFRABEES,EQ,N,522.1,499.04,522.1,502.91,499.35,502.06,3344,1677659.06,536.3,306.13,196,INF732E01268,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:29.740Z,2021-09-13T12:00:29.740Z,0,501.69,13-Sep-2021,
10,61408f028b051b00095452c3,INFRABEES,EQ,N,510.0,500.23,500.23,505.17,505.42,502.91,1012,509932.39,536.3,306.13,121,INF732E01268,2021-09-14,2021-09-13T18:30:00.000Z,2021-09-14T12:01:06.672Z,2021-09-14T12:01:06.672Z,0,503.89,14-Sep-2021,
11,6141e06552f3510008866fb4,INFRABEES,EQ,N,513.52,505.01,505.01,511.53,512.98,505.17,1406,715674.02,536.3,306.13,127,INF732E01268,2021-09-15,2021-09-14T18:30:00.000Z,2021-09-15T12:00:37.359Z,2021-09-15T12:00:37.359Z,0,509.01,15-Sep-2021,
