,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,CA,symChange
0,616eb3812137b10008e7332b,JSWISPL,EQ,N,35.5,33.1,35.35,34.0,34.05,34.25,3315439,114915765.35,67.55,17.2,8586,INE743C01021,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:05.362Z,2021-10-19T12:01:05.362Z,0,34.66,19-Oct-2021,,
1,61700bedffea140009a39f06,JSWISPL,EQ,N,32.6,32.3,32.3,32.3,32.3,34.0,1681779,54358914.8,67.55,17.2,3168,INE743C01021,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:37.467Z,2021-10-20T12:30:37.467Z,0,32.32,20-Oct-2021,,
2,61715664facf5c0008bb1bca,JSWISPL,EQ,N,31.9,30.7,31.2,31.15,31.2,32.3,4650901,144195670.7,67.55,17.2,8593,INE743C01021,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:36.726Z,2021-10-21T12:00:36.726Z,0,31.0,21-Oct-2021,,
3,6172a8042dc18f00080fe73a,JSWISPL,EQ,N,32.05,30.65,31.3,31.1,31.1,31.15,1610904,50456807.45,67.55,17.2,4791,INE743C01021,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:08.434Z,2021-10-22T12:01:08.434Z,0,31.32,22-Oct-2021,,
4,61769c5fdb443b0008c8eacc,JSWISPL,EQ,N,31.45,29.65,31.45,30.25,30.1,31.1,1546552,46774569.2,67.55,17.2,4239,INE743C01021,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:31.378Z,2021-10-25T12:00:31.378Z,0,30.24,25-Oct-2021,,
5,6177ee022ed3fb00087df09f,JSWISPL,EQ,N,31.4,29.65,30.4,30.2,30.35,30.25,2748699,83361034.25,67.55,17.2,6084,INE743C01021,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:06.370Z,2021-10-26T12:01:06.370Z,0,30.33,26-Oct-2021,,
6,61793f8a7220a800093c72d5,JSWISPL,EQ,N,30.7,29.0,30.45,29.2,29.25,30.2,2858779,85117754.35,67.55,17.2,5877,INE743C01021,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:14.383Z,2021-10-27T12:01:14.383Z,0,29.77,27-Oct-2021,,
7,617a90e6b698860008b70d79,JSWISPL,EQ,N,29.95,28.55,29.2,28.9,29.0,29.2,2015585,58522973.95,67.55,17.2,5585,INE743C01021,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:38.452Z,2021-10-28T12:00:38.452Z,0,29.04,28-Oct-2021,,
8,613f3d5e66f15f0008394a09,JSWISPL,EQ,N,37.4,35.4,37.4,35.5,35.8,37.25,2597022,93016351.5,67.55,12.35,5397,INE743C01021,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:30.380Z,2021-09-13T12:00:30.380Z,0,35.82,13-Sep-2021,,
9,61408f038b051b0009545449,JSWISPL,EQ,N,37.2,35.3,35.85,35.7,35.9,35.5,1967823,71302605.45,67.55,12.35,4282,INE743C01021,2021-09-14,2021-09-13T18:30:00.000Z,2021-09-14T12:01:07.368Z,2021-09-14T12:01:07.368Z,0,36.23,14-Sep-2021,,
