,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,CA
0,616eb37e2137b10008e72e8f,NATIONALUM,EQ,N,123.75,112.5,123.55,114.05,114.65,121.7,50511384,5970793763.7,127.95,29.65,187280,INE139A01034,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:02.739Z,2021-10-19T12:01:02.739Z,0,118.21,19-Oct-2021,
1,61700bedffea140009a39fb5,NATIONALUM,EQ,N,113.8,106.75,113.8,109.45,109.65,114.05,47258759,5175158932.8,127.95,29.65,144658,INE139A01034,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:37.829Z,2021-10-20T12:30:37.829Z,0,109.51,20-Oct-2021,
2,61715662facf5c0008bb1665,NATIONALUM,EQ,N,113.25,103.45,110.4,108.65,109.2,109.45,42042694,4546222175.3,127.95,29.65,117571,INE139A01034,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:34.020Z,2021-10-21T12:00:34.020Z,0,108.13,21-Oct-2021,
3,6172a8042dc18f00080fe7f4,NATIONALUM,EQ,N,107.65,102.0,106.9,103.45,103.35,108.65,38996678,4072687987.7,127.95,29.65,125858,INE139A01034,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:08.979Z,2021-10-22T12:01:08.979Z,0,104.44,22-Oct-2021,
4,61769c5cdb443b0008c8e537,NATIONALUM,EQ,N,106.7,99.8,104.45,103.8,103.9,103.45,40399956,4197476185.25,127.95,29.65,132073,INE139A01034,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:28.397Z,2021-10-25T12:00:28.397Z,0,103.9,25-Oct-2021,
5,6177edff2ed3fb00087deb74,NATIONALUM,EQ,N,107.75,102.25,104.1,106.8,107.3,103.8,32466305,3417754575.5,127.95,29.65,85455,INE139A01034,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:03.621Z,2021-10-26T12:01:03.621Z,0,105.27,26-Oct-2021,
6,61793f847220a800093c684b,NATIONALUM,EQ,N,107.45,101.0,107.45,101.9,102.0,106.8,33353337,3472435446.65,127.95,29.65,90477,INE139A01034,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:08.979Z,2021-10-27T12:01:08.979Z,0,104.11,27-Oct-2021,
7,617a90e3b698860008b707ee,NATIONALUM,EQ,N,100.75,95.1,98.7,98.55,98.5,101.9,53921049,5295542356.8,127.95,29.65,163512,INE139A01034,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:35.267Z,2021-10-28T12:00:35.267Z,0,98.21,28-Oct-2021,
8,6139f7679241480008a1a707,NATIONALUM,EQ,N,98.8,94.8,96.9,97.95,97.5,96.4,28533795,2762264664.6,102.3,29.1,55885,INE139A01034,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:39.702Z,2021-09-09T12:00:39.702Z,0,96.81,09-Sep-2021,
9,613f3d5c66f15f00083944ea,NATIONALUM,EQ,N,102.45,99.5,99.55,100.75,100.45,97.95,39468251,3973814455.6,102.45,29.1,92004,INE139A01034,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:28.208Z,2021-09-13T12:00:28.208Z,0,100.68,13-Sep-2021,
