,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP
0,616eb37f2137b10008e72f6e,TTML,EQ,N,58.4,52.9,58.4,56.0,52.9,55.65,16677058,956437989.1,58.4,2.7,42664,INE517B01013,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:03.223Z,2021-10-19T12:01:03.223Z,0,57.35,19-Oct-2021
1,61700becffea140009a39c1e,TTML,EQ,N,54.4,53.2,53.2,53.2,53.2,56.0,8227368,438373103.5,58.4,2.7,22059,INE517B01013,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:36.185Z,2021-10-20T12:30:36.185Z,0,53.28,20-Oct-2021
2,61715662facf5c0008bb176f,TTML,EQ,N,53.7,50.55,50.55,50.55,50.55,53.2,13894269,710124014.4,58.4,2.7,29547,INE517B01013,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:34.554Z,2021-10-21T12:00:34.554Z,0,51.11,21-Oct-2021
3,6172a8022dc18f00080fe411,TTML,EQ,N,50.2,48.05,49.1,48.05,48.05,50.55,10763363,524411759.45,58.4,2.7,34303,INE517B01013,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:06.884Z,2021-10-22T12:01:06.884Z,0,48.72,22-Oct-2021
4,61769c5ddb443b0008c8e64a,TTML,EQ,N,50.45,46.25,47.2,50.45,50.45,48.05,7504309,363208066.1,58.4,2.7,31008,INE517B01013,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:29.057Z,2021-10-25T12:00:29.057Z,0,48.4,25-Oct-2021
5,6177ee002ed3fb00087dec74,TTML,EQ,N,52.95,51.55,52.0,52.95,52.95,50.45,2244743,118062439.45,58.4,2.7,4497,INE517B01013,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:04.132Z,2021-10-26T12:01:04.132Z,0,52.6,26-Oct-2021
6,61793f867220a800093c6a74,TTML,EQ,N,55.55,55.55,55.55,55.55,55.55,52.95,1222803,67926706.65,58.4,2.7,4273,INE517B01013,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:10.099Z,2021-10-27T12:01:10.099Z,0,55.55,27-Oct-2021
7,617a90e4b698860008b70900,TTML,EQ,N,58.3,52.8,56.9,53.45,53.8,55.55,20874476,1163167055.6,58.4,2.7,59798,INE517B01013,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:36.133Z,2021-10-28T12:00:36.133Z,0,55.72,28-Oct-2021
8,616578ff60745c00089373ac,TTML,EQ,N,48.1,46.35,48.0,48.1,48.1,45.85,8524517,408365604.65,48.1,2.7,17725,INE517B01013,2021-10-12,2021-10-11T18:30:00.000Z,2021-10-12T12:01:03.442Z,2021-10-12T12:01:03.442Z,0,47.9,12-Oct-2021
9,6166ca6573e7b00008258d9b,TTML,EQ,N,50.5,48.5,50.5,50.5,50.5,48.1,3834002,193253767.3,50.5,2.7,10812,INE517B01013,2021-10-13,2021-10-12T18:30:00.000Z,2021-10-13T12:00:37.931Z,2021-10-13T12:00:37.931Z,0,50.41,13-Oct-2021
10,61681bff03a7b2000873dfc3,TTML,EQ,N,53.0,53.0,53.0,53.0,53.0,50.5,1643343,87097179.0,53.0,2.7,5291,INE517B01013,2021-10-14,2021-10-13T18:30:00.000Z,2021-10-14T12:01:03.631Z,2021-10-14T12:01:03.631Z,0,53.0,14-Oct-2021
11,616d61e281039a0008f762dd,TTML,EQ,N,55.65,54.1,55.5,55.65,55.65,53.0,5769536,319160042.05,55.65,2.7,14708,INE517B01013,2021-10-18,2021-10-17T18:30:00.000Z,2021-10-18T12:00:34.566Z,2021-10-18T12:00:34.566Z,0,55.32,18-Oct-2021
12,616eb37f2137b10008e72f6e,TTML,EQ,N,58.4,52.9,58.4,56.0,52.9,55.65,16677058,956437989.1,58.4,2.7,42664,INE517B01013,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:03.223Z,2021-10-19T12:01:03.223Z,0,57.35,19-Oct-2021
13,609bc37fc132690009f0006c,TTML,EQ,N,13.45,13.0,13.35,13.1,13.15,13.3,2442166,32059063.95,14.0,2.2,4645,INE517B01013,2021-05-12,2021-05-11T18:30:00.000Z,2021-05-12T12:01:03.548Z,2021-05-12T12:01:03.548Z,0,13.13,12-May-2021
14,609e667f885aee00088f482e,TTML,EQ,N,13.25,12.8,13.15,12.9,12.85,13.1,2353061,30605187.3,14.0,2.45,3883,INE517B01013,2021-05-14,2021-05-13T18:30:00.000Z,2021-05-14T12:01:03.961Z,2021-05-14T12:01:03.961Z,0,13.01,14-May-2021
15,60a25aff4e61470008bbef02,TTML,EQ,N,13.05,12.55,13.0,12.8,12.8,12.9,2089711,26757036.45,14.0,2.45,3297,INE517B01013,2021-05-17,2021-05-16T18:30:00.000Z,2021-05-17T12:01:03.171Z,2021-05-17T12:01:03.171Z,0,12.8,17-May-2021
16,60a3ac7ebcb6750008860f74,TTML,EQ,N,13.0,12.75,12.9,12.85,12.8,12.8,1626875,20922701.2,14.0,2.45,2687,INE517B01013,2021-05-18,2021-05-17T18:30:00.000Z,2021-05-18T12:01:02.892Z,2021-05-18T12:01:02.892Z,0,12.86,18-May-2021
17,60a4fe011247b900089e3987,TTML,EQ,N,12.9,12.6,12.85,12.7,12.7,12.85,2155414,27486800.1,14.0,2.45,3740,INE517B01013,2021-05-19,2021-05-18T18:30:00.000Z,2021-05-19T12:01:05.513Z,2021-05-19T12:01:05.513Z,0,12.75,19-May-2021
18,60a64f7f9a1015000919d27f,TTML,EQ,N,12.8,12.5,12.7,12.55,12.6,12.7,1153502,14483919.85,14.0,2.45,2547,INE517B01013,2021-05-20,2021-05-19T18:30:00.000Z,2021-05-20T12:01:03.881Z,2021-05-20T12:01:03.881Z,0,12.56,20-May-2021
19,60a7a0e1c7277a00086e389e,TTML,EQ,N,12.7,12.4,12.65,12.5,12.55,12.55,1434003,17985633.95,14.0,2.5,2475,INE517B01013,2021-05-21,2021-05-20T18:30:00.000Z,2021-05-21T12:00:33.093Z,2021-05-21T12:00:33.093Z,0,12.54,21-May-2021
20,60ab957f03728a0009a35a43,TTML,EQ,N,12.7,12.3,12.7,12.35,12.4,12.5,1541296,19090706.8,14.0,2.6,2978,INE517B01013,2021-05-24,2021-05-23T18:30:00.000Z,2021-05-24T12:01:03.826Z,2021-05-24T12:01:03.826Z,0,12.39,24-May-2021
21,60ace6fe3e1c550008766ac2,TTML,EQ,N,12.95,12.95,12.95,12.95,12.95,12.35,507914,6577486.3,14.0,2.7,678,INE517B01013,2021-05-25,2021-05-24T18:30:00.000Z,2021-05-25T12:01:02.987Z,2021-05-25T12:01:02.987Z,0,12.95,25-May-2021
22,60ae3882e53e1c0008d91256,TTML,EQ,N,13.55,13.55,13.55,13.55,13.55,12.95,401803,5444430.65,14.0,2.7,768,INE517B01013,2021-05-26,2021-05-25T18:30:00.000Z,2021-05-26T12:01:06.735Z,2021-05-26T12:01:06.735Z,0,13.55,26-May-2021
23,60af89e523db9e0008efd20d,TTML,EQ,N,14.2,14.2,14.2,14.2,14.2,13.55,811431,11522320.2,14.2,2.7,877,INE517B01013,2021-05-27,2021-05-26T18:30:00.000Z,2021-05-27T12:00:37.369Z,2021-05-27T12:00:37.369Z,0,14.2,27-May-2021
