,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,CA,symChange
0,616eb37e2137b10008e72e5d,RTNINDIA,EQ,N,43.3,40.35,42.65,40.85,40.7,42.1,1524139,63795820.95,45.9,4.55,8902,INE834M01019,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:02.649Z,2021-10-19T12:01:02.649Z,0,41.86,19-Oct-2021,,
1,61700bedffea140009a39f7d,RTNINDIA,EQ,N,42.2,39.6,41.75,40.8,40.7,40.85,1808650,73794993.05,45.9,4.55,8367,INE834M01019,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:37.724Z,2021-10-20T12:30:37.724Z,0,40.8,20-Oct-2021,,
2,61715661facf5c0008bb162d,RTNINDIA,EQ,N,42.8,40.5,41.65,42.8,42.8,40.8,1547342,65313170.8,45.9,4.55,4187,INE834M01019,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:33.915Z,2021-10-21T12:00:33.915Z,0,42.21,21-Oct-2021,,
3,6172a8042dc18f00080fe7b9,RTNINDIA,EQ,N,44.8,40.7,44.8,40.7,40.7,42.8,2588088,109598892.9,45.9,4.55,10168,INE834M01019,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:08.889Z,2021-10-22T12:01:08.889Z,0,42.35,22-Oct-2021,,
4,61769c5cdb443b0008c8e4fe,RTNINDIA,EQ,N,42.7,38.8,40.6,42.05,42.6,40.7,3213966,130626304.05,45.9,4.55,11590,INE834M01019,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:28.288Z,2021-10-25T12:00:28.288Z,0,40.64,25-Oct-2021,,
5,6177edff2ed3fb00087deb3b,RTNINDIA,EQ,N,44.15,40.0,42.1,40.75,40.65,42.05,3130864,130894001.6,45.9,4.55,10809,INE834M01019,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:03.494Z,2021-10-26T12:01:03.494Z,0,41.81,26-Oct-2021,,
6,61793f847220a800093c67e4,RTNINDIA,EQ,N,42.4,40.35,41.3,41.2,41.2,40.75,1276974,52574893.35,45.9,4.55,6644,INE834M01019,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:08.847Z,2021-10-27T12:01:08.847Z,0,41.17,27-Oct-2021,,
7,617a90e3b698860008b707b9,RTNINDIA,EQ,N,41.75,39.9,41.4,40.55,40.45,41.2,1024647,41437878.3,45.9,4.55,6537,INE834M01019,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:35.188Z,2021-10-28T12:00:35.188Z,0,40.44,28-Oct-2021,,
8,6165790160745c00089376f5,RTNINDIA,EQ,N,45.9,43.8,45.9,44.0,44.3,46.1,1214552,53852831.05,45.9,4.55,5261,INE834M01019,2021-10-12,2021-10-11T18:30:00.000Z,2021-10-12T12:01:05.324Z,2021-10-12T12:01:05.324Z,0,44.34,12-Oct-2021,,
9,6166ca6773e7b000082590e2,RTNINDIA,EQ,N,45.5,42.4,45.5,42.65,42.75,44.0,1417326,61641006.95,45.9,4.55,8138,INE834M01019,2021-10-13,2021-10-12T18:30:00.000Z,2021-10-13T12:00:39.428Z,2021-10-13T12:00:39.428Z,0,43.49,13-Oct-2021,,
10,61681bfe03a7b2000873de69,RTNINDIA,EQ,N,43.9,42.55,43.75,42.75,42.7,42.65,963842,41538888.9,45.9,4.55,4987,INE834M01019,2021-10-14,2021-10-13T18:30:00.000Z,2021-10-14T12:01:02.924Z,2021-10-14T12:01:02.924Z,0,43.1,14-Oct-2021,,
11,616d61e481039a0008f76663,RTNINDIA,EQ,N,44.2,41.35,43.7,42.1,42.3,42.75,1198385,51370064.45,45.9,4.55,8615,INE834M01019,2021-10-18,2021-10-17T18:30:00.000Z,2021-10-18T12:00:36.360Z,2021-10-18T12:00:36.360Z,0,42.87,18-Oct-2021,,
12,616eb37e2137b10008e72e5d,RTNINDIA,EQ,N,43.3,40.35,42.65,40.85,40.7,42.1,1524139,63795820.95,45.9,4.55,8902,INE834M01019,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:02.649Z,2021-10-19T12:01:02.649Z,0,41.86,19-Oct-2021,,
13,609bc37ec132690009efff2c,RTNINDIA,EQ,N,13.5,12.55,13.5,13.5,13.5,12.9,6567952,87947496.8,13.5,4.55,3412,INE834M01019,2021-05-12,2021-05-11T18:30:00.000Z,2021-05-12T12:01:02.975Z,2021-05-12T12:01:02.975Z,0,13.39,12-May-2021,,
14,609e667f885aee00088f46f3,RTNINDIA,EQ,N,14.15,13.15,14.15,14.15,14.15,13.5,3733564,52432890.45,14.15,4.55,4602,INE834M01019,2021-05-14,2021-05-13T18:30:00.000Z,2021-05-14T12:01:03.410Z,2021-05-14T12:01:03.410Z,0,14.04,14-May-2021,,
15,60a25afe4e61470008bbedb9,RTNINDIA,EQ,N,14.85,14.15,14.85,14.85,14.85,14.15,3745785,55474690.65,14.85,4.55,3598,INE834M01019,2021-05-17,2021-05-16T18:30:00.000Z,2021-05-17T12:01:02.634Z,2021-05-17T12:01:02.634Z,0,14.81,17-May-2021,,
16,60a3ac7ebcb6750008860e69,RTNINDIA,EQ,N,15.55,15.4,15.55,15.55,15.55,14.85,1174101,18251449.35,15.55,4.55,1059,INE834M01019,2021-05-18,2021-05-17T18:30:00.000Z,2021-05-18T12:01:02.427Z,2021-05-18T12:01:02.427Z,0,15.55,18-May-2021,,
17,60a4fdff1247b900089e3828,RTNINDIA,EQ,N,16.3,16.3,16.3,16.3,16.3,15.55,220199,3589243.7,16.3,4.55,219,INE834M01019,2021-05-19,2021-05-18T18:30:00.000Z,2021-05-19T12:01:03.342Z,2021-05-19T12:01:03.342Z,0,16.3,19-May-2021,,
