,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,symChange
0,616eb3802137b10008e73168,SHARIABEES,EQ,N,465.5,455.58,465.0,456.48,455.58,455.58,750,344926.28,520.0,282.9,77,INF732E01128,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:04.175Z,2021-10-19T12:01:04.175Z,0,459.9,19-Oct-2021,
1,61700beeffea140009a3a0aa,SHARIABEES,EQ,N,467.49,450.32,460.0,451.25,451.93,456.48,512,231805.44,520.0,282.9,62,INF732E01128,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:38.223Z,2021-10-20T12:30:38.223Z,0,452.75,20-Oct-2021,
2,61715663facf5c0008bb19cc,SHARIABEES,EQ,N,470.71,438.53,470.71,443.72,444.32,451.25,4462,1985333.22,520.0,282.9,139,INF732E01128,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:35.765Z,2021-10-21T12:00:35.765Z,0,444.94,21-Oct-2021,
3,6172a8062dc18f00080fe908,SHARIABEES,EQ,N,457.9,436.24,450.0,438.62,438.55,443.72,1835,810025.01,520.0,282.9,112,INF732E01128,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:10.227Z,2021-10-22T12:01:10.227Z,0,441.43,22-Oct-2021,
4,61769c5edb443b0008c8e8b3,SHARIABEES,EQ,N,454.98,430.0,454.98,436.28,436.3,438.62,3704,1604862.48,520.0,282.9,70,INF732E01128,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:30.258Z,2021-10-25T12:00:30.258Z,0,433.28,25-Oct-2021,
5,6177ee012ed3fb00087deeaf,SHARIABEES,EQ,N,440.0,435.0,440.0,439.4,439.95,436.28,176,77002.37,520.0,282.9,33,INF732E01128,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:05.160Z,2021-10-26T12:01:05.160Z,0,437.51,26-Oct-2021,
6,61793f887220a800093c6eec,SHARIABEES,EQ,N,452.0,435.0,452.0,440.88,440.65,439.4,1631,715312.53,520.0,282.9,34,INF732E01128,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:12.436Z,2021-10-27T12:01:12.436Z,0,438.57,27-Oct-2021,
7,617a90e5b698860008b70b64,SHARIABEES,EQ,N,449.7,431.0,449.7,434.44,435.04,440.88,1213,528299.08,520.0,282.9,72,INF732E01128,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:37.510Z,2021-10-28T12:00:37.510Z,0,435.53,28-Oct-2021,
8,6139f7699241480008a1aa2f,SHARIABEES,EQ,N,469.9,442.25,466.59,452.45,452.4,451.56,1885,845381.2,493.0,275.9,72,INF732E01128,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:41.281Z,2021-09-09T12:00:41.281Z,0,448.48,09-Sep-2021,
9,613f3d5d66f15f0008394829,SHARIABEES,EQ,N,469.48,450.01,469.48,453.91,453.95,452.45,1988,902583.26,493.0,278.5,108,INF732E01128,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:29.590Z,2021-09-13T12:00:29.590Z,0,454.02,13-Sep-2021,
