,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,symChange,CA
0,616eb3802137b10008e73150,DELTAMAGNT,EQ,N,71.45,65.45,70.45,68.65,67.4,68.35,36198,2476358.7,74.2,17.15,781,INE393A01011,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:04.136Z,2021-10-19T12:01:04.136Z,0,68.41,19-Oct-2021,,
1,61700beeffea140009a3a090,DELTAMAGNT,EQ,N,72.05,65.25,67.0,72.0,72.05,68.65,40837,2818969.05,74.2,17.15,696,INE393A01011,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:38.184Z,2021-10-20T12:30:38.184Z,0,69.03,20-Oct-2021,,
2,61715663facf5c0008bb19b0,DELTAMAGNT,EQ,N,74.85,69.1,72.95,71.7,74.25,72.0,19046,1368260.8,74.85,17.15,381,INE393A01011,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:35.697Z,2021-10-21T12:00:35.697Z,0,71.84,21-Oct-2021,,
3,6172a8062dc18f00080fe8f0,DELTAMAGNT,EQ,N,74.0,69.5,73.15,72.1,71.85,71.7,14680,1056091.1,74.85,17.15,270,INE393A01011,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:10.170Z,2021-10-22T12:01:10.170Z,0,71.94,22-Oct-2021,,
4,61769c5edb443b0008c8e89a,DELTAMAGNT,EQ,N,74.9,68.5,74.9,69.75,70.1,72.1,7610,537243.55,74.9,17.4,242,INE393A01011,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:30.214Z,2021-10-25T12:00:30.214Z,0,70.6,25-Oct-2021,,
5,6177ee012ed3fb00087dee98,DELTAMAGNT,EQ,N,71.0,66.3,66.3,66.7,66.55,69.75,7086,474917.15,74.9,17.4,228,INE393A01011,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:05.115Z,2021-10-26T12:01:05.115Z,0,67.02,26-Oct-2021,,
6,61793f887220a800093c6ebd,DELTAMAGNT,EQ,N,69.5,64.5,69.5,64.6,66.0,66.7,5017,329896.6,74.9,17.4,132,INE393A01011,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:12.362Z,2021-10-27T12:01:12.362Z,0,65.76,27-Oct-2021,,
7,617a90e5b698860008b70b4a,DELTAMAGNT,EQ,N,66.8,62.05,63.0,62.85,62.05,64.6,3952,252791.65,74.9,17.4,144,INE393A01011,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:37.466Z,2021-10-28T12:00:37.466Z,0,63.97,28-Oct-2021,,
8,6139f7699241480008a1aa1b,DELTAMAGNT,EQ,N,55.45,52.95,53.15,54.2,54.3,53.95,3991,214181.8,59.6,17.0,137,INE393A01011,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:41.223Z,2021-09-09T12:00:41.223Z,0,53.67,09-Sep-2021,,
9,613f3d5d66f15f0008394816,DELTAMAGNT,EQ,N,55.3,52.25,55.3,52.35,52.25,54.2,4456,237948.55,59.6,17.0,202,INE393A01011,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:29.552Z,2021-09-13T12:00:29.552Z,0,53.4,13-Sep-2021,,
