,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,CA,symChange
0,616eb3822137b10008e734c8,COFORGE,EQ,N,5990.0,5640.05,5650.0,5861.4,5830.0,5604.85,930411,5478999515.2,5990.0,2077.5,86710,INE591G01017,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:06.388Z,2021-10-19T12:01:06.388Z,0,5888.79,19-Oct-2021,,
1,61700bedffea140009a39f1b,COFORGE,EQ,N,6030.0,5680.0,5864.7,5820.4,5846.0,5861.4,550669,3234749157.85,6030.0,2077.5,57975,INE591G01017,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:37.505Z,2021-10-20T12:30:37.505Z,0,5874.22,20-Oct-2021,,
2,61715665facf5c0008bb1d80,COFORGE,EQ,N,5849.3,5403.9,5840.0,5448.45,5509.0,5820.4,566651,3134931840.45,6030.0,2077.5,53505,INE591G01017,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:37.690Z,2021-10-21T12:00:37.690Z,0,5532.39,21-Oct-2021,,
3,6172a8042dc18f00080fe74d,COFORGE,EQ,N,5565.0,5335.4,5509.6,5397.5,5390.0,5448.45,417767,2273871366.05,6030.0,2077.5,40322,INE591G01017,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:08.463Z,2021-10-22T12:01:08.463Z,0,5442.92,22-Oct-2021,,
4,61769c60db443b0008c8ec7b,COFORGE,EQ,N,5345.0,4726.6,5310.0,5069.3,5065.65,5397.5,1152746,5771733742.05,6030.0,2077.5,128152,INE591G01017,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:32.119Z,2021-10-25T12:00:32.119Z,0,5006.94,25-Oct-2021,,
5,6177ee032ed3fb00087df249,COFORGE,EQ,N,5207.95,4962.05,5118.0,5088.05,5086.0,5069.3,489882,2485133760.8,6030.0,2077.5,61582,INE591G01017,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:07.074Z,2021-10-26T12:01:07.074Z,0,5072.92,26-Oct-2021,,
6,61793f8b7220a800093c761d,COFORGE,EQ,N,5144.4,4983.15,5113.45,5042.85,5039.95,5088.05,426492,2153529379.5,6030.0,2077.5,42504,INE591G01017,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:15.605Z,2021-10-27T12:01:15.605Z,0,5049.4,27-Oct-2021,,
7,617a90e7b698860008b70f30,COFORGE,EQ,N,5128.25,4950.1,5064.0,5033.25,4990.1,5042.85,444979,2244111568.3,6030.0,2077.5,36864,INE591G01017,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:39.192Z,2021-10-28T12:00:39.192Z,0,5043.19,28-Oct-2021,,
8,6139f76a9241480008a1ad97,COFORGE,EQ,N,5183.6,5083.0,5155.45,5114.95,5111.0,5136.1,224361,1150222170.45,5336.6,1885.0,34831,INE591G01017,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:42.788Z,2021-09-09T12:00:42.788Z,0,5126.66,09-Sep-2021,,
9,613f3d5f66f15f0008394bc3,COFORGE,EQ,N,5226.0,5100.0,5120.0,5177.85,5184.7,5114.95,387892,2009887181.8,5336.6,2057.4,41185,INE591G01017,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:31.064Z,2021-09-13T12:00:31.064Z,0,5181.56,13-Sep-2021,,
10,61408f048b051b0009545695,COFORGE,EQ,N,5339.65,5170.0,5205.0,5295.55,5294.0,5177.85,396367,2086831125.1,5339.65,2057.4,48383,INE591G01017,2021-09-14,2021-09-13T18:30:00.000Z,2021-09-14T12:01:08.399Z,2021-09-14T12:01:08.399Z,0,5264.9,14-Sep-2021,,
11,6141e06652f35100088672d4,COFORGE,EQ,N,5407.85,5265.35,5319.0,5369.3,5375.0,5295.55,445246,2379750541.5,5407.85,2057.4,44734,INE591G01017,2021-09-15,2021-09-14T18:30:00.000Z,2021-09-15T12:00:38.694Z,2021-09-15T12:00:38.694Z,0,5344.8,15-Sep-2021,,
12,614331e04189570008859f9d,COFORGE,EQ,N,5518.9,5380.1,5425.6,5465.45,5471.45,5369.3,658167,3588387137.75,5518.9,2057.4,64856,INE591G01017,2021-09-16,2021-09-15T18:30:00.000Z,2021-09-16T12:00:32.024Z,2021-09-16T12:00:32.024Z,0,5452.09,16-Sep-2021,,
13,614483827f66a40008755924,COFORGE,EQ,N,5525.0,5405.0,5485.0,5444.7,5438.1,5465.45,300369,1641502425.65,5525.0,2057.4,31892,INE591G01017,2021-09-17,2021-09-16T18:30:00.000Z,2021-09-17T12:01:06.031Z,2021-09-17T12:01:06.031Z,0,5464.95,17-Sep-2021,,
14,614877e6e0fcf60008e51908,COFORGE,EQ,N,5544.65,5326.0,5444.0,5350.65,5354.0,5444.7,313150,1704080450.1,5544.65,2057.4,34715,INE591G01017,2021-09-20,2021-09-19T18:30:00.000Z,2021-09-20T12:00:38.599Z,2021-09-20T12:00:38.599Z,0,5441.74,20-Sep-2021,,
15,6149c982bf6def000983a2b6,COFORGE,EQ,N,5557.75,5314.95,5372.0,5531.5,5538.0,5350.65,395641,2157324893.65,5557.75,2057.4,44614,INE591G01017,2021-09-21,2021-09-20T18:30:00.000Z,2021-09-21T12:01:06.232Z,2021-09-21T12:01:06.232Z,0,5452.73,21-Sep-2021,,
16,614b1b00f6172a0008df45d0,COFORGE,EQ,N,5649.0,5500.35,5570.0,5560.35,5590.0,5531.5,348470,1944201978.9,5649.0,2057.4,42093,INE591G01017,2021-09-22,2021-09-21T18:30:00.000Z,2021-09-22T12:01:04.602Z,2021-09-22T12:01:04.602Z,0,5579.25,22-Sep-2021,,
17,614c6c65a3bb370008f1047e,COFORGE,EQ,N,5674.65,5558.25,5620.5,5652.75,5650.0,5560.35,220233,1237421093.9,5674.65,2057.4,25453,INE591G01017,2021-09-23,2021-09-22T18:30:00.000Z,2021-09-23T12:00:37.860Z,2021-09-23T12:00:37.860Z,0,5618.69,23-Sep-2021,,
18,614dbde485b99100093148f0,COFORGE,EQ,N,5832.95,5580.25,5710.45,5649.0,5645.2,5652.75,468197,2668861520.95,5832.95,2057.4,62453,INE591G01017,2021-09-24,2021-09-23T18:30:00.000Z,2021-09-24T12:00:36.061Z,2021-09-24T12:00:36.061Z,0,5700.3,24-Sep-2021,,
19,6151b281c3f15b0008afe78f,COFORGE,EQ,N,5695.1,5301.35,5690.0,5415.1,5430.65,5649.0,622421,3369379964.45,5832.95,2077.5,83050,INE591G01017,2021-09-27,2021-09-26T18:30:00.000Z,2021-09-27T12:01:05.026Z,2021-09-27T12:01:05.026Z,0,5413.35,27-Sep-2021,,
20,615304094a501f0008b25f8b,COFORGE,EQ,N,5460.4,5150.0,5460.0,5214.8,5210.2,5415.1,522354,2744185593.25,5832.95,2077.5,53668,INE591G01017,2021-09-28,2021-09-27T18:30:00.000Z,2021-09-28T12:01:13.493Z,2021-09-28T12:01:13.493Z,0,5253.5,28-Sep-2021,,
21,615455824a501f0008e4cfba,COFORGE,EQ,N,5299.9,5001.0,5175.0,5260.7,5272.5,5214.8,580822,3004665374.55,5832.95,2077.5,63322,INE591G01017,2021-09-29,2021-09-28T18:30:00.000Z,2021-09-29T12:01:06.190Z,2021-09-29T12:01:06.190Z,0,5173.13,29-Sep-2021,,
