,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP
0,616eb3812137b10008e7339a,AUBANK,EQ,N,1234.05,1175.0,1225.0,1182.35,1183.95,1223.9,799281,959354285.1,1389.85,720.45,30241,INE949L01017,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:05.641Z,2021-10-19T12:01:05.641Z,0,1200.27,19-Oct-2021
1,61700bebffea140009a39a8e,AUBANK,EQ,N,1188.35,1150.0,1185.0,1157.25,1159.2,1182.35,541292,629272549.1,1389.85,720.45,33672,INE949L01017,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:35.486Z,2021-10-20T12:30:35.486Z,0,1162.54,20-Oct-2021
2,61715664facf5c0008bb1c3d,AUBANK,EQ,N,1198.55,1144.15,1157.95,1180.2,1186.0,1157.25,792449,929593188.55,1389.85,720.45,40200,INE949L01017,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:36.957Z,2021-10-21T12:00:36.957Z,0,1173.06,21-Oct-2021
3,6172a8022dc18f00080fe24b,AUBANK,EQ,N,1217.95,1172.0,1185.0,1214.4,1215.15,1180.2,1184713,1427005368.3,1389.85,720.45,49339,INE949L01017,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:06.133Z,2021-10-22T12:01:06.133Z,0,1204.52,22-Oct-2021
4,61769c5fdb443b0008c8eb3c,AUBANK,EQ,N,1229.0,1180.1,1220.0,1202.45,1207.85,1214.4,857903,1027589361.55,1389.85,720.45,44179,INE949L01017,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:31.565Z,2021-10-25T12:00:31.565Z,0,1197.79,25-Oct-2021
5,6177ee022ed3fb00087df111,AUBANK,EQ,N,1268.45,1207.85,1207.85,1260.95,1261.2,1202.45,2264912,2830835280.1,1389.85,720.45,109011,INE949L01017,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:06.575Z,2021-10-26T12:01:06.575Z,0,1249.87,26-Oct-2021
6,61793f8a7220a800093c73bf,AUBANK,EQ,N,1283.0,1252.25,1268.0,1267.75,1266.1,1260.95,1206005,1533572433.95,1389.85,720.45,64773,INE949L01017,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:14.736Z,2021-10-27T12:01:14.736Z,0,1271.61,27-Oct-2021
7,617a90e6b698860008b70df3,AUBANK,EQ,N,1299.5,1215.85,1271.0,1227.6,1235.3,1267.75,1395405,1745981038.4,1389.85,720.45,74430,INE949L01017,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:38.672Z,2021-10-28T12:00:38.672Z,0,1251.24,28-Oct-2021
8,6139f76a9241480008a1ac70,AUBANK,EQ,N,1184.95,1170.0,1172.0,1173.75,1170.0,1181.0,689998,811922064.15,1389.85,616.7,24010,INE949L01017,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:42.336Z,2021-09-09T12:00:42.336Z,0,1176.7,09-Sep-2021
9,613f3d5e66f15f0008394a88,AUBANK,EQ,N,1173.75,1145.9,1173.75,1150.4,1149.0,1173.75,1399298,1618509411.4,1389.85,616.7,73836,INE949L01017,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:30.577Z,2021-09-13T12:00:30.577Z,0,1156.66,13-Sep-2021
10,61408f038b051b00095454c3,AUBANK,EQ,N,1166.95,1124.05,1150.0,1134.0,1137.0,1150.4,1845711,2108878622.55,1389.85,616.7,71188,INE949L01017,2021-09-14,2021-09-13T18:30:00.000Z,2021-09-14T12:01:07.625Z,2021-09-14T12:01:07.625Z,0,1142.58,14-Sep-2021
11,6141e06652f351000886719a,AUBANK,EQ,N,1154.5,1132.0,1136.0,1135.9,1137.5,1134.0,1147478,1308273483.0,1389.85,616.7,28998,INE949L01017,2021-09-15,2021-09-14T18:30:00.000Z,2021-09-15T12:00:38.198Z,2021-09-15T12:00:38.198Z,0,1140.13,15-Sep-2021
12,614331df4189570008859e6a,AUBANK,EQ,N,1161.3,1129.0,1146.15,1153.15,1154.5,1135.9,1232233,1415915100.4,1389.85,616.7,36106,INE949L01017,2021-09-16,2021-09-15T18:30:00.000Z,2021-09-16T12:00:31.450Z,2021-09-16T12:00:31.450Z,0,1149.06,16-Sep-2021
13,614483817f66a400087557f9,AUBANK,EQ,N,1163.0,1090.6,1155.0,1116.4,1117.5,1153.15,2228506,2505657578.25,1389.85,616.7,72811,INE949L01017,2021-09-17,2021-09-16T18:30:00.000Z,2021-09-17T12:01:05.522Z,2021-09-17T12:01:05.522Z,0,1124.37,17-Sep-2021
14,614877e6e0fcf60008e517d6,AUBANK,EQ,N,1130.0,1085.0,1098.9,1103.25,1110.0,1116.4,1075174,1194841631.0,1389.85,616.7,39477,INE949L01017,2021-09-20,2021-09-19T18:30:00.000Z,2021-09-20T12:00:38.139Z,2021-09-20T12:00:38.139Z,0,1111.3,20-Sep-2021
15,6149c981bf6def000983a18a,AUBANK,EQ,N,1120.0,1071.85,1105.0,1084.85,1085.8,1103.25,1930133,2091744011.05,1389.85,616.7,42923,INE949L01017,2021-09-21,2021-09-20T18:30:00.000Z,2021-09-21T12:01:05.733Z,2021-09-21T12:01:05.733Z,0,1083.73,21-Sep-2021
16,614b1afef6172a0008df4184,AUBANK,EQ,N,1102.6,1080.0,1092.75,1085.0,1084.5,1084.85,1436192,1561151005.3,1389.85,616.7,29413,INE949L01017,2021-09-22,2021-09-21T18:30:00.000Z,2021-09-22T12:01:02.808Z,2021-09-22T12:01:02.808Z,0,1087.01,22-Sep-2021
17,614c6c64a3bb370008f1002d,AUBANK,EQ,N,1128.3,1088.0,1093.8,1103.55,1107.0,1085.0,1486087,1644661532.5,1389.85,616.7,67866,INE949L01017,2021-09-23,2021-09-22T18:30:00.000Z,2021-09-23T12:00:36.127Z,2021-09-23T12:00:36.127Z,0,1106.71,23-Sep-2021
18,614dbde285b9910009314490,AUBANK,EQ,N,1124.4,1065.9,1114.0,1071.75,1074.0,1103.55,1030160,1118817129.25,1389.85,616.7,39462,INE949L01017,2021-09-24,2021-09-23T18:30:00.000Z,2021-09-24T12:00:34.092Z,2021-09-24T12:00:34.092Z,0,1086.06,24-Sep-2021
19,6151b27fc3f15b0008afe326,AUBANK,EQ,N,1134.0,1061.0,1080.0,1124.2,1121.15,1071.75,2003117,2200601129.85,1389.85,647.6,62131,INE949L01017,2021-09-27,2021-09-26T18:30:00.000Z,2021-09-27T12:01:03.154Z,2021-09-27T12:01:03.154Z,0,1098.59,27-Sep-2021
