,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,CA,symChange
0,616eb3802137b10008e7315a,MAJESCO,EQ,N,95.4,88.2,91.0,89.65,89.6,91.15,461791,42347122.85,1009.9,12.2,9939,INE898S01029,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:04.149Z,2021-10-19T12:01:04.149Z,0,91.7,19-Oct-2021,,
1,61700beeffea140009a3a09c,MAJESCO,EQ,N,92.1,87.5,90.25,89.3,88.7,89.65,185200,16409209.55,1009.9,12.2,4173,INE898S01029,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:38.211Z,2021-10-20T12:30:38.211Z,0,88.6,20-Oct-2021,,
2,61715663facf5c0008bb19be,MAJESCO,EQ,N,89.1,86.85,89.0,87.3,87.8,89.3,118165,10387217.15,1009.9,12.2,3535,INE898S01029,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:35.730Z,2021-10-21T12:00:35.730Z,0,87.9,21-Oct-2021,,
3,6172a8062dc18f00080fe91d,AURUM,EQ,N,88.95,85.25,87.3,85.65,85.8,87.3,128909,11205439.1,1009.9,12.2,2309,INE898S01029,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:10.372Z,2021-10-22T12:01:10.372Z,0,86.93,22-Oct-2021,, Symbol changed to AURUM. Company name changed to AURUM PROPTECH LIMITED.
4,61769c5edb443b0008c8e8c9,AURUM,EQ,N,86.65,82.6,86.65,83.85,83.75,85.65,84209,7052793.8,1009.9,12.2,2648,INE898S01029,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:30.283Z,2021-10-25T12:00:30.283Z,0,83.75,25-Oct-2021,,
5,6177ee012ed3fb00087deec3,AURUM,EQ,N,86.45,83.85,83.85,85.3,85.0,83.85,76620,6507073.1,1009.9,12.2,2364,INE898S01029,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:05.177Z,2021-10-26T12:01:05.177Z,0,84.93,26-Oct-2021,,
6,61793f887220a800093c6f0e,AURUM,EQ,N,86.0,84.5,85.8,84.9,84.55,85.3,70607,6012650.35,1009.9,12.2,1573,INE898S01029,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:12.494Z,2021-10-27T12:01:12.494Z,0,85.16,27-Oct-2021,,
7,617a90e5b698860008b70b78,AURUM,EQ,N,86.0,82.75,85.0,83.1,83.4,84.9,78949,6608376.5,1009.9,12.2,2186,INE898S01029,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:37.548Z,2021-10-28T12:00:37.548Z,0,83.7,28-Oct-2021,,
8,6139f7699241480008a1aa26,MAJESCO,EQ,N,88.95,80.0,80.1,88.95,88.95,80.9,407029,35251947.95,1009.9,12.2,3465,INE898S01029,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:41.253Z,2021-09-09T12:00:41.253Z,0,86.61,09-Sep-2021,,
9,613f3d5d66f15f000839481f,MAJESCO,EQ,N,93.5,87.35,92.2,90.7,90.8,88.95,786709,71571971.0,1009.9,12.2,12721,INE898S01029,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:29.562Z,2021-09-13T12:00:29.562Z,0,90.98,13-Sep-2021,,
10,61408f028b051b0009545261,MAJESCO,EQ,N,92.25,88.2,92.0,89.35,89.35,90.7,235414,21195028.8,1009.9,12.2,5844,INE898S01029,2021-09-14,2021-09-13T18:30:00.000Z,2021-09-14T12:01:06.485Z,2021-09-14T12:01:06.485Z,0,90.03,14-Sep-2021,,
11,6141e06552f3510008866f4d,MAJESCO,EQ,N,91.0,88.0,89.35,89.45,89.6,89.35,203011,18163811.35,1009.9,12.2,4131,INE898S01029,2021-09-15,2021-09-14T18:30:00.000Z,2021-09-15T12:00:37.194Z,2021-09-15T12:00:37.194Z,0,89.47,15-Sep-2021,,
12,614331dd4189570008859c04,MAJESCO,EQ,N,90.45,88.0,89.95,89.25,89.05,89.45,173602,15534060.8,1009.9,12.2,3428,INE898S01029,2021-09-16,2021-09-15T18:30:00.000Z,2021-09-16T12:00:29.703Z,2021-09-16T12:00:29.703Z,0,89.48,16-Sep-2021,,
13,614483807f66a4000875558a,MAJESCO,EQ,N,91.1,87.35,89.05,87.95,88.5,89.25,185449,16519571.3,1009.9,12.2,3796,INE898S01029,2021-09-17,2021-09-16T18:30:00.000Z,2021-09-17T12:01:04.384Z,2021-09-17T12:01:04.384Z,0,89.08,17-Sep-2021,,
14,614877e5e0fcf60008e5155e,MAJESCO,EQ,N,89.5,85.5,87.8,85.9,85.9,87.95,153481,13415326.0,1009.9,12.2,3393,INE898S01029,2021-09-20,2021-09-19T18:30:00.000Z,2021-09-20T12:00:37.101Z,2021-09-20T12:00:37.101Z,0,87.41,20-Sep-2021,,
15,6149c980bf6def0009839f24,MAJESCO,EQ,N,88.15,83.75,85.0,86.35,86.4,85.9,206398,17685909.15,1009.9,12.2,3759,INE898S01029,2021-09-21,2021-09-20T18:30:00.000Z,2021-09-21T12:01:04.370Z,2021-09-21T12:01:04.370Z,0,85.69,21-Sep-2021,,
16,614b1b01f6172a0008df4752,MAJESCO,EQ,N,88.3,86.4,86.7,86.75,87.0,86.35,109727,9574669.2,1009.9,12.2,2366,INE898S01029,2021-09-22,2021-09-21T18:30:00.000Z,2021-09-22T12:01:05.404Z,2021-09-22T12:01:05.404Z,0,87.26,22-Sep-2021,,
17,614c6c66a3bb370008f105fc,MAJESCO,EQ,N,88.3,86.7,87.4,86.95,87.0,86.75,119401,10432285.3,1009.9,12.2,2561,INE898S01029,2021-09-23,2021-09-22T18:30:00.000Z,2021-09-23T12:00:38.451Z,2021-09-23T12:00:38.451Z,0,87.37,23-Sep-2021,,
18,614dbde485b9910009314a74,MAJESCO,EQ,N,88.7,80.25,88.7,85.45,85.6,86.95,209629,17982015.65,1009.9,12.2,3858,INE898S01029,2021-09-24,2021-09-23T18:30:00.000Z,2021-09-24T12:00:36.651Z,2021-09-24T12:00:36.651Z,0,85.78,24-Sep-2021,,
19,6151b281c3f15b0008afe91e,MAJESCO,EQ,N,87.25,84.0,84.0,87.05,87.0,85.45,110345,9527380.5,1009.9,12.2,2292,INE898S01029,2021-09-27,2021-09-26T18:30:00.000Z,2021-09-27T12:01:05.640Z,2021-09-27T12:01:05.640Z,0,86.34,27-Sep-2021,,
20,615304074a501f0008b25bf1,MAJESCO,EQ,N,88.0,86.0,88.0,86.35,86.45,87.05,91548,7927683.6,1009.9,12.2,2171,INE898S01029,2021-09-28,2021-09-27T18:30:00.000Z,2021-09-28T12:01:11.980Z,2021-09-28T12:01:11.980Z,0,86.6,28-Sep-2021,,
21,615455824a501f0008e4d147,MAJESCO,EQ,N,86.9,84.8,85.5,85.75,85.9,86.35,99222,8501358.9,1009.9,12.2,2013,INE898S01029,2021-09-29,2021-09-28T18:30:00.000Z,2021-09-29T12:01:06.876Z,2021-09-29T12:01:06.876Z,0,85.68,29-Sep-2021,,
22,6155a70059568200081766b1,MAJESCO,EQ,N,86.5,85.6,85.75,86.0,86.05,85.75,69955,6015062.05,1009.9,12.2,1479,INE898S01029,2021-09-30,2021-09-29T18:30:00.000Z,2021-09-30T12:01:04.874Z,2021-09-30T12:01:04.874Z,0,85.98,30-Sep-2021,,
23,6156f85d00c38500086c301d,MAJESCO,EQ,N,86.0,84.65,86.0,85.2,85.4,86.0,81027,6912775.75,1009.9,12.2,1906,INE898S01029,2021-10-01,2021-09-30T18:30:00.000Z,2021-10-01T12:00:29.821Z,2021-10-01T12:00:29.821Z,0,85.31,01-Oct-2021,,
24,615aed0000c38500088dfca4,MAJESCO,EQ,N,86.9,85.0,86.9,85.5,85.35,85.2,133263,11416423.95,1009.9,12.2,2482,INE898S01029,2021-10-04,2021-10-03T18:30:00.000Z,2021-10-04T12:01:04.865Z,2021-10-04T12:01:04.865Z,0,85.67,04-Oct-2021,,
25,615c3e681728530008f0b2db,MAJESCO,EQ,N,88.0,85.7,88.0,86.35,86.3,85.5,195946,16946189.8,1009.9,12.2,2381,INE898S01029,2021-10-05,2021-10-04T18:30:00.000Z,2021-10-05T12:00:40.830Z,2021-10-05T12:00:40.830Z,0,86.48,05-Oct-2021,,
