,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,CA
0,616eb37e2137b10008e72ede,GAEL,EQ,N,181.8,172.35,179.85,174.3,173.95,178.85,362510,64443367.0,201.6,103.6,9188,INE036B01030,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:02.893Z,2021-10-19T12:01:02.893Z,0,177.77,19-Oct-2021,
1,61700bedffea140009a3a00d,GAEL,EQ,N,175.0,168.0,173.95,169.3,169.5,174.3,278014,47390701.75,201.6,103.6,6935,INE036B01030,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:37.976Z,2021-10-20T12:30:37.976Z,0,170.46,20-Oct-2021,
2,61715662facf5c0008bb16b6,GAEL,EQ,N,171.8,165.6,169.95,168.95,168.5,169.3,312143,52711843.1,201.6,103.6,7208,INE036B01030,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:34.175Z,2021-10-21T12:00:34.175Z,0,168.87,21-Oct-2021,
3,6172a8052dc18f00080fe855,GAEL,EQ,N,171.4,168.0,170.3,169.8,170.0,168.95,197681,33552685.9,201.6,103.6,4833,INE036B01030,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:09.290Z,2021-10-22T12:01:09.290Z,0,169.73,22-Oct-2021,
4,61769c5cdb443b0008c8e58d,GAEL,EQ,N,170.45,165.1,170.45,168.1,168.0,169.8,186220,31112574.8,201.6,103.6,5310,INE036B01030,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:28.569Z,2021-10-25T12:00:28.569Z,0,167.07,25-Oct-2021,
5,6177edff2ed3fb00087debc7,GAEL,EQ,N,170.6,166.0,169.0,168.3,168.95,168.1,203296,34160444.75,201.6,103.6,7079,INE036B01030,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:03.823Z,2021-10-26T12:01:03.823Z,0,168.03,26-Oct-2021,
6,61793f857220a800093c68ff,GAEL,EQ,N,176.95,167.3,168.6,174.15,173.65,168.3,463943,80657801.1,201.6,103.6,7842,INE036B01030,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:09.296Z,2021-10-27T12:01:09.296Z,0,173.85,27-Oct-2021,
7,617a90e3b698860008b70848,GAEL,EQ,N,174.2,166.1,174.2,166.7,166.95,174.15,317297,53680789.95,201.6,103.6,6571,INE036B01030,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:35.455Z,2021-10-28T12:00:35.455Z,0,169.18,28-Oct-2021,
8,6139f7679241480008a1a75e,GAEL,EQ,N,179.3,172.7,175.0,176.8,178.4,174.2,304162,53619016.95,226.2,103.6,5891,INE036B01030,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:39.875Z,2021-09-09T12:00:39.875Z,0,176.28,09-Sep-2021,
9,613f3d5c66f15f0008394541,GAEL,EQ,N,180.15,176.1,176.9,176.65,176.55,176.8,315338,56189131.9,226.2,103.6,7379,INE036B01030,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:28.350Z,2021-09-13T12:00:28.350Z,0,178.19,13-Sep-2021,
