,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,symChange,CA
0,616eb3822137b10008e7344a,TATACONSUM,EQ,N,862.0,840.1,849.0,843.3,844.0,843.95,1915361,1631527251.25,889.0,458.95,47813,INE192A01025,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:06.106Z,2021-10-19T12:01:06.106Z,0,851.81,19-Oct-2021,,
1,61700beeffea140009a3a18a,TATACONSUM,EQ,N,851.9,822.55,841.0,826.95,829.0,843.3,1535158,1281972299.9,889.0,458.95,52877,INE192A01025,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:38.635Z,2021-10-20T12:30:38.635Z,0,835.08,20-Oct-2021,,
2,61715665facf5c0008bb1cf5,TATACONSUM,EQ,N,838.75,808.0,837.15,814.8,817.0,826.95,2257911,1849403425.6,889.0,458.95,60637,INE192A01025,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:37.277Z,2021-10-21T12:00:37.277Z,0,819.08,21-Oct-2021,,
3,6172a8072dc18f00080fe9f8,TATACONSUM,EQ,N,821.8,790.0,818.65,795.25,792.4,814.8,2948977,2376006159.4,889.0,458.95,77459,INE192A01025,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:11.409Z,2021-10-22T12:01:11.409Z,0,805.71,22-Oct-2021,,
4,61769c5fdb443b0008c8ebf6,TATACONSUM,EQ,N,800.6,773.6,793.0,788.95,786.25,795.25,2954698,2321851072.65,889.0,470.15,80656,INE192A01025,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:31.925Z,2021-10-25T12:00:31.925Z,0,785.82,25-Oct-2021,,
5,6177ee022ed3fb00087df1c8,TATACONSUM,EQ,N,811.9,786.1,786.1,808.9,810.6,788.95,1776800,1422765142.2,889.0,470.15,43410,INE192A01025,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:06.873Z,2021-10-26T12:01:06.873Z,0,800.75,26-Oct-2021,,
6,61793f8b7220a800093c7522,TATACONSUM,EQ,N,821.2,809.65,812.0,818.75,816.5,808.9,1930632,1576232737.55,889.0,470.15,45843,INE192A01025,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:15.239Z,2021-10-27T12:01:15.239Z,0,816.43,27-Oct-2021,,
7,617a90e6b698860008b70ea2,TATACONSUM,EQ,N,822.55,805.95,818.0,809.7,808.1,818.75,1822874,1482715121.15,889.0,470.15,41648,INE192A01025,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:38.952Z,2021-10-28T12:00:38.952Z,0,813.39,28-Oct-2021,,
8,6139f76a9241480008a1ad17,TATACONSUM,EQ,N,887.55,872.55,875.0,875.6,874.9,879.8,1685368,1480443810.5,889.0,458.95,47194,INE192A01025,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:42.586Z,2021-09-09T12:00:42.586Z,0,878.41,09-Sep-2021,,
9,613f3d5e66f15f0008394b38,TATACONSUM,EQ,N,884.0,870.7,876.8,882.1,880.1,875.6,1064009,934908354.2,889.0,458.95,34302,INE192A01025,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:30.848Z,2021-09-13T12:00:30.848Z,0,878.67,13-Sep-2021,,
