,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP
0,616eb37f2137b10008e73028,PRAENG,EQ,N,19.9,18.45,19.4,18.45,18.45,19.4,140112,2623727.75,22.1,5.55,374,INE505C01016,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:03.612Z,2021-10-19T12:01:03.612Z,0,18.73,19-Oct-2021
1,61700becffea140009a39cfa,PRAENG,EQ,N,18.45,17.55,18.35,17.85,17.9,18.45,80406,1433801.2,22.1,5.55,415,INE505C01016,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:36.608Z,2021-10-20T12:30:36.608Z,0,17.83,20-Oct-2021
2,61715662facf5c0008bb1854,PRAENG,EQ,N,18.6,17.6,17.85,18.2,18.4,17.85,61460,1110502.4,22.1,5.55,240,INE505C01016,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:34.958Z,2021-10-21T12:00:34.958Z,0,18.07,21-Oct-2021
3,6172a8032dc18f00080fe500,PRAENG,EQ,N,18.7,17.7,18.0,17.75,17.7,18.2,125829,2254065.0,22.1,5.55,296,INE505C01016,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:07.323Z,2021-10-22T12:01:07.323Z,0,17.91,22-Oct-2021
4,61769c5ddb443b0008c8e728,PRAENG,EQ,N,18.25,16.9,17.35,16.9,16.9,17.75,162326,2783354.55,22.1,5.55,508,INE505C01016,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:29.539Z,2021-10-25T12:00:29.539Z,0,17.15,25-Oct-2021
5,6177ee002ed3fb00087ded49,PRAENG,EQ,N,17.35,16.1,17.15,16.15,16.1,16.9,358375,5817325.05,22.1,5.55,637,INE505C01016,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:04.539Z,2021-10-26T12:01:04.539Z,0,16.23,26-Oct-2021
6,61793f867220a800093c6c21,PRAENG,EQ,N,16.75,15.7,16.15,16.4,16.25,16.15,135356,2187133.45,22.1,6.1,632,INE505C01016,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:10.841Z,2021-10-27T12:01:10.841Z,0,16.16,27-Oct-2021
7,617a90e4b698860008b709e4,PRAENG,EQ,N,16.8,15.9,15.9,16.35,16.15,16.4,72237,1180671.25,22.1,6.1,272,INE505C01016,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:36.735Z,2021-10-28T12:00:36.735Z,0,16.34,28-Oct-2021
8,616578ff60745c0008937484,PRAENG,EQ,N,22.1,20.55,21.45,21.15,21.05,21.05,65334,1399805.1,22.1,5.4,322,INE505C01016,2021-10-12,2021-10-11T18:30:00.000Z,2021-10-12T12:01:03.810Z,2021-10-12T12:01:03.810Z,0,21.43,12-Oct-2021
9,6166ca6673e7b00008258e75,PRAENG,EQ,N,21.35,20.25,21.05,20.6,20.75,21.15,84111,1736466.35,22.1,5.55,358,INE505C01016,2021-10-13,2021-10-12T18:30:00.000Z,2021-10-13T12:00:38.422Z,2021-10-13T12:00:38.422Z,0,20.64,13-Oct-2021
10,61681c0003a7b2000873e09f,PRAENG,EQ,N,21.25,19.6,21.25,19.65,19.6,20.6,222267,4468817.9,22.1,5.55,614,INE505C01016,2021-10-14,2021-10-13T18:30:00.000Z,2021-10-14T12:01:04.013Z,2021-10-14T12:01:04.013Z,0,20.11,14-Oct-2021
11,616d61e281039a0008f763bf,PRAENG,EQ,N,20.0,18.95,19.65,19.4,19.45,19.65,220551,4272832.15,22.1,5.55,623,INE505C01016,2021-10-18,2021-10-17T18:30:00.000Z,2021-10-18T12:00:34.947Z,2021-10-18T12:00:34.947Z,0,19.37,18-Oct-2021
12,616eb37f2137b10008e73028,PRAENG,EQ,N,19.9,18.45,19.4,18.45,18.45,19.4,140112,2623727.75,22.1,5.55,374,INE505C01016,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:03.612Z,2021-10-19T12:01:03.612Z,0,18.73,19-Oct-2021
13,60d07f81b6df770008f30758,PRAENG,EQ,N,12.05,9.6,11.4,11.65,11.55,11.45,366989,4134646.65,14.3,5.35,927,INE505C01016,2021-06-21,2021-06-20T18:30:00.000Z,2021-06-21T12:01:06.014Z,2021-06-21T12:01:06.014Z,0,11.27,21-Jun-2021
14,60d1d0e49d5cc5000870745a,PRAENG,EQ,N,12.5,11.6,11.95,12.0,11.95,11.65,332016,4061132.3,14.3,5.35,720,INE505C01016,2021-06-22,2021-06-21T18:30:00.000Z,2021-06-22T12:00:36.226Z,2021-06-22T12:00:36.226Z,0,12.23,22-Jun-2021
15,60d3227f09721b000810153c,PRAENG,EQ,N,12.5,11.9,12.0,12.0,11.95,12.0,260692,3183278.15,14.3,5.35,531,INE505C01016,2021-06-23,2021-06-22T18:30:00.000Z,2021-06-23T12:01:03.936Z,2021-06-23T12:01:03.936Z,0,12.21,23-Jun-2021
16,60d473e4b6726400082d8881,PRAENG,EQ,N,12.2,11.55,12.2,11.75,11.8,12.0,98093,1161236.15,14.3,5.35,393,INE505C01016,2021-06-24,2021-06-23T18:30:00.000Z,2021-06-24T12:00:36.633Z,2021-06-24T12:00:36.633Z,0,11.84,24-Jun-2021
17,60d5c562761eef0008b83685,PRAENG,EQ,N,12.15,11.4,11.65,11.65,11.6,11.75,117815,1386029.65,14.3,5.35,332,INE505C01016,2021-06-25,2021-06-24T18:30:00.000Z,2021-06-25T12:00:34.113Z,2021-06-25T12:00:34.113Z,0,11.76,25-Jun-2021
18,60d9b9de758776000816a8db,PRAENG,EQ,N,12.2,11.15,11.65,11.45,11.45,11.65,193927,2224866.3,14.3,5.35,570,INE505C01016,2021-06-28,2021-06-27T18:30:00.000Z,2021-06-28T12:00:30.929Z,2021-06-28T12:00:30.929Z,0,11.47,28-Jun-2021
19,60db0b619d5cc5000861356f,PRAENG,EQ,N,11.8,11.25,11.8,11.35,11.3,11.45,111004,1272181.4,14.3,5.35,295,INE505C01016,2021-06-29,2021-06-28T18:30:00.000Z,2021-06-29T12:00:33.848Z,2021-06-29T12:00:33.848Z,0,11.46,29-Jun-2021
