,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP
0,616eb3812137b10008e732a6,XELPMOC,EQ,N,425.0,402.55,402.55,411.4,408.1,406.05,25481,10651180.75,513.0,236.45,1167,INE01P501012,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:05.042Z,2021-10-19T12:01:05.042Z,0,418.0,19-Oct-2021
1,61700beeffea140009a3a0d3,XELPMOC,EQ,N,411.55,392.1,406.0,394.65,400.0,411.4,17411,6956490.55,513.0,236.45,1162,INE01P501012,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:38.297Z,2021-10-20T12:30:38.297Z,0,399.55,20-Oct-2021
2,61715664facf5c0008bb1b3a,XELPMOC,EQ,N,407.05,391.1,394.65,396.2,396.0,394.65,10767,4298669.45,513.0,236.45,733,INE01P501012,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:36.483Z,2021-10-21T12:00:36.483Z,0,399.24,21-Oct-2021
3,6172a8062dc18f00080fe934,XELPMOC,EQ,N,403.95,383.0,397.25,386.85,388.95,396.2,10388,4074106.0,513.0,237.0,868,INE01P501012,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:10.430Z,2021-10-22T12:01:10.430Z,0,392.19,22-Oct-2021
4,61769c5fdb443b0008c8ea3a,XELPMOC,EQ,N,399.0,375.3,398.95,377.65,376.25,386.85,14657,5643396.5,513.0,237.0,1102,INE01P501012,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:31.119Z,2021-10-25T12:00:31.119Z,0,385.03,25-Oct-2021
5,6177ee012ed3fb00087df011,XELPMOC,EQ,N,396.5,380.15,387.95,394.85,396.5,377.65,9652,3745720.15,513.0,237.0,558,INE01P501012,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:05.810Z,2021-10-26T12:01:05.810Z,0,388.08,26-Oct-2021
6,61793f897220a800093c71b7,XELPMOC,EQ,N,414.55,400.15,414.55,408.5,410.0,394.85,20762,8522363.9,513.0,237.0,729,INE01P501012,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:13.835Z,2021-10-27T12:01:13.835Z,0,410.48,27-Oct-2021
7,617a90e6b698860008b70ce6,XELPMOC,EQ,N,420.3,403.0,408.5,405.5,406.5,408.5,15785,6459837.2,513.0,237.0,680,INE01P501012,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:38.205Z,2021-10-28T12:00:38.205Z,0,409.24,28-Oct-2021
8,6165790160745c000893784a,XELPMOC,EQ,N,418.2,400.0,418.2,416.6,418.2,398.3,28044,11661166.95,513.0,236.0,1929,INE01P501012,2021-10-12,2021-10-11T18:30:00.000Z,2021-10-12T12:01:05.862Z,2021-10-12T12:01:05.862Z,0,415.82,12-Oct-2021
9,6166ca6873e7b0000825923c,XELPMOC,EQ,N,428.4,400.0,428.4,412.4,413.25,416.6,19005,7886549.3,513.0,236.0,1181,INE01P501012,2021-10-13,2021-10-12T18:30:00.000Z,2021-10-13T12:00:40.174Z,2021-10-13T12:00:40.174Z,0,414.97,13-Oct-2021
10,61681c0103a7b2000873e399,XELPMOC,EQ,N,414.85,395.85,396.0,398.55,402.5,412.4,16659,6683487.65,513.0,236.0,885,INE01P501012,2021-10-14,2021-10-13T18:30:00.000Z,2021-10-14T12:01:05.442Z,2021-10-14T12:01:05.442Z,0,401.19,14-Oct-2021
11,616d61e481039a0008f767d7,XELPMOC,EQ,N,415.0,397.0,415.0,406.05,407.9,398.55,17435,7094436.0,513.0,236.45,1323,INE01P501012,2021-10-18,2021-10-17T18:30:00.000Z,2021-10-18T12:00:36.983Z,2021-10-18T12:00:36.983Z,0,406.91,18-Oct-2021
12,616eb3812137b10008e732a6,XELPMOC,EQ,N,425.0,402.55,402.55,411.4,408.1,406.05,25481,10651180.75,513.0,236.45,1167,INE01P501012,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:05.042Z,2021-10-19T12:01:05.042Z,0,418.0,19-Oct-2021
