,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP,CA
0,616eb37f2137b10008e72f6d,NBVENTURES,EQ,N,131.0,121.05,125.0,122.55,122.6,127.1,636843,80356724.3,133.0,46.75,8795,INE725A01022,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:03.242Z,2021-10-19T12:01:03.242Z,0,126.18,19-Oct-2021,
1,61700becffea140009a39c1d,NBVENTURES,EQ,N,123.85,118.6,122.95,120.75,121.5,122.55,441444,53524607.1,133.0,46.75,8968,INE725A01022,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:36.187Z,2021-10-20T12:30:36.187Z,0,121.25,20-Oct-2021,
2,61715662facf5c0008bb176d,NBVENTURES,EQ,N,122.35,118.15,121.95,118.65,118.45,120.75,226069,27030215.9,133.0,46.75,4839,INE725A01022,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:34.544Z,2021-10-21T12:00:34.544Z,0,119.57,21-Oct-2021,
3,6172a8022dc18f00080fe410,NBVENTURES,EQ,N,120.8,116.25,119.65,116.95,117.05,118.65,330996,39112785.35,133.0,46.75,5036,INE725A01022,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:06.886Z,2021-10-22T12:01:06.886Z,0,118.17,22-Oct-2021,
4,61769c5ddb443b0008c8e649,NBVENTURES,EQ,N,118.35,111.15,117.95,114.65,114.7,116.95,354091,40243716.75,133.0,46.75,7063,INE725A01022,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:29.134Z,2021-10-25T12:00:29.134Z,0,113.65,25-Oct-2021,
5,6177ee002ed3fb00087dec73,NBVENTURES,EQ,N,117.55,111.65,115.0,113.85,113.5,114.65,516361,58678643.55,133.0,46.75,7322,INE725A01022,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:04.136Z,2021-10-26T12:01:04.136Z,0,113.64,26-Oct-2021,
6,61793f867220a800093c6a70,NBVENTURES,EQ,N,116.9,114.0,114.5,114.6,114.45,113.85,223786,25830925.05,133.0,46.75,4192,INE725A01022,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:10.085Z,2021-10-27T12:01:10.085Z,0,115.43,27-Oct-2021,
7,617a90e4b698860008b708fe,NBVENTURES,EQ,N,116.8,112.0,115.1,112.7,113.25,114.6,276082,31637078.15,133.0,46.75,5637,INE725A01022,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:36.131Z,2021-10-28T12:00:36.131Z,0,114.59,28-Oct-2021,
8,6139f7689241480008a1a809,NBVENTURES,EQ,N,113.1,108.0,108.5,110.75,110.6,109.4,676645,75312034.5,133.0,46.75,8627,INE725A01022,2021-09-09,2021-09-08T18:30:00.000Z,2021-09-09T12:00:40.142Z,2021-09-09T12:00:40.142Z,0,111.3,09-Sep-2021,
9,613f3d5c66f15f00083945ee,NBVENTURES,EQ,N,116.0,110.0,110.6,114.9,115.0,110.75,943314,107921896.0,133.0,46.75,8674,INE725A01022,2021-09-13,2021-09-12T18:30:00.000Z,2021-09-13T12:00:28.637Z,2021-09-13T12:00:28.637Z,0,114.41,13-Sep-2021,
10,61408f018b051b0009545044,NBVENTURES,EQ,N,117.4,115.05,115.1,115.55,115.75,114.9,462085,53728723.65,133.0,46.75,5117,INE725A01022,2021-09-14,2021-09-13T18:30:00.000Z,2021-09-14T12:01:05.548Z,2021-09-14T12:01:05.548Z,0,116.27,14-Sep-2021,
11,6141e06452f3510008866d1c,NBVENTURES,EQ,N,118.95,115.6,115.9,118.1,118.05,115.55,558666,65718016.15,133.0,46.75,5162,INE725A01022,2021-09-15,2021-09-14T18:30:00.000Z,2021-09-15T12:00:36.225Z,2021-09-15T12:00:36.225Z,0,117.63,15-Sep-2021,
12,614331dc41895700088599f0,NBVENTURES,EQ,N,118.85,116.3,118.85,116.9,116.8,118.1,423686,49881856.9,133.0,46.75,3723,INE725A01022,2021-09-16,2021-09-15T18:30:00.000Z,2021-09-16T12:00:28.731Z,2021-09-16T12:00:28.731Z,0,117.73,16-Sep-2021,
13,6144837f7f66a40008755359,NBVENTURES,EQ,N,121.25,113.9,117.7,119.95,120.1,116.9,1422018,168068882.15,133.0,46.75,14301,INE725A01022,2021-09-17,2021-09-16T18:30:00.000Z,2021-09-17T12:01:03.467Z,2021-09-17T12:01:03.467Z,0,118.19,17-Sep-2021,
14,614877e3e0fcf60008e51321,NBVENTURES,EQ,N,120.85,114.0,119.0,114.55,114.0,119.95,507359,59540259.35,133.0,46.75,7087,INE725A01022,2021-09-20,2021-09-19T18:30:00.000Z,2021-09-20T12:00:36.009Z,2021-09-20T12:00:36.009Z,0,117.35,20-Sep-2021,
15,6149c97fbf6def0009839cf9,NBVENTURES,EQ,N,116.2,111.0,113.5,114.5,114.7,114.55,497798,56505776.35,133.0,46.75,8122,INE725A01022,2021-09-21,2021-09-20T18:30:00.000Z,2021-09-21T12:01:03.504Z,2021-09-21T12:01:03.504Z,0,113.51,21-Sep-2021,
16,614b1afff6172a0008df42ee,NBVENTURES,EQ,N,118.4,114.15,115.4,116.75,117.25,114.5,418198,49002013.2,133.0,46.75,5646,INE725A01022,2021-09-22,2021-09-21T18:30:00.000Z,2021-09-22T12:01:03.365Z,2021-09-22T12:01:03.365Z,0,117.17,22-Sep-2021,
17,614c6c64a3bb370008f1019b,NBVENTURES,EQ,N,119.65,117.15,117.8,117.7,117.65,116.75,438874,51956973.3,133.0,46.75,5018,INE725A01022,2021-09-23,2021-09-22T18:30:00.000Z,2021-09-23T12:00:36.715Z,2021-09-23T12:00:36.715Z,0,118.39,23-Sep-2021,
18,614dbde285b991000931460d,NBVENTURES,EQ,N,118.9,114.25,118.25,115.2,115.0,117.7,356807,41567536.25,133.0,46.75,4855,INE725A01022,2021-09-24,2021-09-23T18:30:00.000Z,2021-09-24T12:00:34.754Z,2021-09-24T12:00:34.754Z,0,116.5,24-Sep-2021,
19,6151b27fc3f15b0008afe49d,NBVENTURES,EQ,N,117.95,114.25,116.2,114.9,115.5,115.2,232438,26860990.35,133.0,46.75,3277,INE725A01022,2021-09-27,2021-09-26T18:30:00.000Z,2021-09-27T12:01:03.759Z,2021-09-27T12:01:03.759Z,0,115.56,27-Sep-2021,
20,615304074a501f0008b259c4,NBVENTURES,EQ,N,118.85,115.0,115.0,116.55,116.8,114.9,415554,48711299.35,133.0,46.75,6739,INE725A01022,2021-09-28,2021-09-27T18:30:00.000Z,2021-09-28T12:01:11.068Z,2021-09-28T12:01:11.068Z,0,117.22,28-Sep-2021,
21,615455804a501f0008e4ccb4,NBVENTURES,EQ,N,123.5,114.0,114.0,120.3,120.6,116.55,926813,112131273.3,133.0,46.75,14168,INE725A01022,2021-09-29,2021-09-28T18:30:00.000Z,2021-09-29T12:01:04.512Z,2021-09-29T12:01:04.512Z,0,120.99,29-Sep-2021,
22,6155a6ff5956820008176480,NBVENTURES,EQ,N,125.0,120.4,120.4,122.1,121.7,120.3,801411,98671882.0,133.0,46.75,12044,INE725A01022,2021-09-30,2021-09-29T18:30:00.000Z,2021-09-30T12:01:03.856Z,2021-09-30T12:01:03.856Z,0,123.12,30-Sep-2021,
23,6156f85c00c38500086c2de7,NBVENTURES,EQ,N,123.9,119.2,122.0,120.15,120.7,122.1,494515,60063081.4,133.0,46.75,6790,INE725A01022,2021-10-01,2021-09-30T18:30:00.000Z,2021-10-01T12:00:28.827Z,2021-10-01T12:00:28.827Z,0,121.46,01-Oct-2021,
24,615aecff00c38500088dfa38,NBVENTURES,EQ,N,125.4,120.7,120.7,124.0,123.5,120.15,442149,54465080.3,133.0,46.75,6484,INE725A01022,2021-10-04,2021-10-03T18:30:00.000Z,2021-10-04T12:01:03.633Z,2021-10-04T12:01:03.633Z,0,123.18,04-Oct-2021,
25,615c3e661728530008f0ae46,NBVENTURES,EQ,N,127.0,122.75,124.0,124.7,125.4,124.0,668283,83478186.5,133.0,46.75,9093,INE725A01022,2021-10-05,2021-10-04T18:30:00.000Z,2021-10-05T12:00:38.080Z,2021-10-05T12:00:38.080Z,0,124.91,05-Oct-2021,
26,615d8fe27c2c3b00089ffe0d,NBVENTURES,EQ,N,127.7,121.95,125.35,122.65,122.05,124.7,592776,74178531.2,133.0,46.75,8429,INE725A01022,2021-10-06,2021-10-05T18:30:00.000Z,2021-10-06T12:00:34.252Z,2021-10-06T12:00:34.252Z,0,125.14,06-Oct-2021,
27,615ee161c7aa980008977f62,NBVENTURES,EQ,N,127.5,121.5,124.25,123.75,124.0,122.65,607795,76270691.05,133.0,46.75,11270,INE725A01022,2021-10-07,2021-10-06T18:30:00.000Z,2021-10-07T12:00:33.862Z,2021-10-07T12:00:33.862Z,0,125.49,07-Oct-2021,
28,616032ff31c1ce0008cb02a9,NBVENTURES,EQ,N,125.65,121.5,124.55,123.0,123.0,123.75,447782,55402070.45,133.0,46.75,8264,INE725A01022,2021-10-08,2021-10-07T18:30:00.000Z,2021-10-08T12:01:03.289Z,2021-10-08T12:01:03.289Z,0,123.73,08-Oct-2021,
29,61644a8c1ffdf40008ba3de7,NBVENTURES,EQ,N,125.9,122.2,124.0,123.05,123.0,123.0,445053,55246897.65,133.0,46.75,5431,INE725A01022,2021-10-11,2021-10-10T18:30:00.000Z,2021-10-11T14:30:36.717Z,2021-10-11T14:30:36.717Z,0,124.14,11-Oct-2021,
30,616578ff60745c00089373ab,NBVENTURES,EQ,N,127.4,122.0,123.6,125.5,125.0,123.05,564294,70716035.4,133.0,46.75,6689,INE725A01022,2021-10-12,2021-10-11T18:30:00.000Z,2021-10-12T12:01:03.471Z,2021-10-12T12:01:03.471Z,0,125.32,12-Oct-2021,
31,6166ca6573e7b00008258d9a,NBVENTURES,EQ,N,126.5,122.5,126.2,122.95,123.45,125.5,388228,48332737.75,133.0,46.75,5109,INE725A01022,2021-10-13,2021-10-12T18:30:00.000Z,2021-10-13T12:00:37.924Z,2021-10-13T12:00:37.924Z,0,124.5,13-Oct-2021,
32,61681bff03a7b2000873dfc1,NBVENTURES,EQ,N,125.7,123.0,124.2,124.0,123.55,122.95,520730,64814318.4,133.0,46.75,8054,INE725A01022,2021-10-14,2021-10-13T18:30:00.000Z,2021-10-14T12:01:03.626Z,2021-10-14T12:01:03.626Z,0,124.47,14-Oct-2021,
33,616d61e281039a0008f762db,NBVENTURES,EQ,N,128.5,123.95,124.0,127.1,127.3,124.0,620206,78755415.7,133.0,46.75,8544,INE725A01022,2021-10-18,2021-10-17T18:30:00.000Z,2021-10-18T12:00:34.561Z,2021-10-18T12:00:34.561Z,0,126.98,18-Oct-2021,
34,616eb37f2137b10008e72f6d,NBVENTURES,EQ,N,131.0,121.05,125.0,122.55,122.6,127.1,636843,80356724.3,133.0,46.75,8795,INE725A01022,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:03.242Z,2021-10-19T12:01:03.242Z,0,126.18,19-Oct-2021,
35,6107de7f4c6c270008f218b4,NBVENTURES,EQ,N,127.9,123.15,125.45,127.1,127.0,124.25,1772393,224016303.3,128.55,46.35,15438,INE725A01022,2021-08-02,2021-08-01T18:30:00.000Z,2021-08-02T12:01:03.762Z,2021-08-02T12:01:03.762Z,0,126.39,02-Aug-2021,
36,61092fe3ddfad700096fd9dc,NBVENTURES,EQ,N,133.0,127.05,127.05,129.95,129.4,127.1,2735941,357746900.9,133.0,46.35,20393,INE725A01022,2021-08-03,2021-08-02T18:30:00.000Z,2021-08-03T12:00:35.202Z,2021-08-03T12:00:35.202Z,0,130.76,03-Aug-2021,
37,610a815dddfad70009998edb,NBVENTURES,EQ,N,132.7,124.7,130.95,125.85,125.4,129.95,1837366,236571796.6,133.0,46.35,14525,INE725A01022,2021-08-04,2021-08-03T18:30:00.000Z,2021-08-04T12:00:29.692Z,2021-08-04T12:00:29.692Z,0,128.76,04-Aug-2021,
38,610bd301c5cd9d0008592317,NBVENTURES,EQ,N,113.75,107.0,113.0,109.15,109.5,125.85,4550797,500572296.15,133.0,46.35,36419,INE725A01022,2021-08-05,2021-08-04T18:30:00.000Z,2021-08-05T12:01:05.267Z,2021-08-05T12:01:05.267Z,0,110.0,05-Aug-2021,
39,610d24621ad12f0009efa96e,NBVENTURES,EQ,N,115.5,109.2,110.2,112.7,112.5,109.15,1828541,205671468.5,133.0,46.35,15868,INE725A01022,2021-08-06,2021-08-05T18:30:00.000Z,2021-08-06T12:00:35.003Z,2021-08-06T12:00:35.003Z,0,112.48,06-Aug-2021,
