,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP
0,616eb3802137b10008e731d0,RAMKY,EQ,N,156.3,151.55,156.3,152.15,153.0,156.3,42267,6465222.9,167.0,27.4,550,INE874I01013,2021-10-19,2021-10-18T18:30:00.000Z,2021-10-19T12:01:04.353Z,2021-10-19T12:01:04.353Z,0,152.96,19-Oct-2021
1,61700bedffea140009a39eaa,RAMKY,EQ,N,154.95,146.1,150.4,148.85,147.15,152.15,45790,6929817.85,167.0,27.4,497,INE874I01013,2021-10-20,2021-10-19T18:30:00.000Z,2021-10-20T12:30:37.327Z,2021-10-20T12:30:37.327Z,0,151.34,20-Oct-2021
2,61715664facf5c0008bb1a4b,RAMKY,EQ,N,150.0,141.6,149.1,143.1,142.5,148.85,28756,4189710.5,167.0,27.4,424,INE874I01013,2021-10-21,2021-10-20T18:30:00.000Z,2021-10-21T12:00:36.033Z,2021-10-21T12:00:36.033Z,0,145.7,21-Oct-2021
3,6172a8042dc18f00080fe6db,RAMKY,EQ,N,145.75,139.35,141.25,143.3,142.6,143.1,31765,4533764.15,167.0,27.4,769,INE874I01013,2021-10-22,2021-10-21T18:30:00.000Z,2021-10-22T12:01:08.108Z,2021-10-22T12:01:08.108Z,0,142.73,22-Oct-2021
4,61769c5edb443b0008c8e92e,RAMKY,EQ,N,147.5,139.6,147.5,140.4,140.35,143.3,20577,2891143.2,167.0,27.4,352,INE874I01013,2021-10-25,2021-10-24T18:30:00.000Z,2021-10-25T12:00:30.487Z,2021-10-25T12:00:30.487Z,0,140.5,25-Oct-2021
5,6177ee012ed3fb00087def22,RAMKY,EQ,N,145.0,139.95,140.0,143.65,142.45,140.4,20338,2921613.7,167.0,27.4,311,INE874I01013,2021-10-26,2021-10-25T18:30:00.000Z,2021-10-26T12:01:05.369Z,2021-10-26T12:01:05.369Z,0,143.65,26-Oct-2021
6,61793f887220a800093c6fcc,RAMKY,EQ,N,148.25,142.5,148.25,144.6,144.95,143.65,19459,2803911.0,167.0,27.4,391,INE874I01013,2021-10-27,2021-10-26T18:30:00.000Z,2021-10-27T12:01:12.810Z,2021-10-27T12:01:12.810Z,0,144.09,27-Oct-2021
7,617a90e5b698860008b70bde,RAMKY,EQ,N,147.5,140.0,147.5,140.4,141.7,144.6,50406,7141359.05,167.0,27.4,353,INE874I01013,2021-10-28,2021-10-27T18:30:00.000Z,2021-10-28T12:00:37.722Z,2021-10-28T12:00:37.722Z,0,141.68,28-Oct-2021
8,6165790060745c000893762d,RAMKY,EQ,N,167.0,155.05,155.1,158.55,158.95,162.4,49282,8020657.5,167.0,27.4,389,INE874I01013,2021-10-12,2021-10-11T18:30:00.000Z,2021-10-12T12:01:04.951Z,2021-10-12T12:01:04.951Z,0,162.75,12-Oct-2021
9,6166ca6773e7b00008259013,RAMKY,EQ,N,163.4,154.05,154.05,156.1,155.9,158.55,60007,9482827.35,167.0,27.4,842,INE874I01013,2021-10-13,2021-10-12T18:30:00.000Z,2021-10-13T12:00:39.108Z,2021-10-13T12:00:39.108Z,0,158.03,13-Oct-2021
10,61681c0003a7b2000873e294,RAMKY,EQ,N,161.0,155.15,156.95,158.9,160.0,156.1,44368,6990946.7,167.0,27.4,665,INE874I01013,2021-10-14,2021-10-13T18:30:00.000Z,2021-10-14T12:01:04.962Z,2021-10-14T12:01:04.962Z,0,157.57,14-Oct-2021
